ID,ResponseAS,Tags,DC,ENGLISH,GERMAN,FRENCH
372,INT,History,13,Draconic Civil War - the great conflict which raged between dragons during the Divine Era. It directly caused the power vacuum which was filled by first gods and later arcanists.,,"Guerre civile draconique - le grand conflit qui fit rage entre les dragons pendant l'Ère divine. Il causa directement le vide de pouvoir que remplirent d'abord les dieux, puis les arcanistes."
373,INT,History,14,Mad Drake Alganoth - the Great White Dragon of Old Diminor. He is famous for his paranoia causing the first outbreak of the Draconic Civil War.,,"Alganoth le Drake fou - le Grand Dragon Blanc du Vieux Diminor. Il est célèbre pour sa paranoïa, qui provoqua le premier embrasement de la Guerre civile draconique."
374,INT,History,15,"Caelum Diminorii - the mythical first Arcanist. His existence is disputed. He was a relative of Doug Doulin Dim, and is said to have been the first human to learn magic from his Dragonmasters.",,"Caelum Diminorii - le mythique premier arcaniste. Son existence est contestée. Parent de Doug Doulin Dim, on dit qu'il fut le premier humain à apprendre la magie auprès de ses maîtres dragons."
375,INT,Spells,14,"Power Word Kill - the Power Word everyone has heard about. Famously used by the lich Dongelshire, ending the short but well-known reign of Brian Prax.",,"Mot de pouvoir : Mort - le Mot de pouvoir dont tout le monde a entendu parler. Célèbre pour avoir été utilisé par la liche Dongelshire, mettant fin au règne bref mais fameux de Brian Prax."
376,INT,History,12,"Brian Prax - known as the most incompetent Arcanist to have ever studied the Strings. Ruled House Prax for six days before he managed to anger a local lich by being unable to pronounce his name correctly in a public address. He was Power Word Killed right on stage. People cheered when he died, if the story is to be believed.",,"Brian Prax - connu comme l'arcaniste le plus incompétent à avoir jamais étudié les Fils. Il dirigea la Maison Prax pendant six jours avant de réussir à vexer une liche locale en étant incapable de prononcer correctement son nom dans un discours public. Il fut tué sur scène par Mot de pouvoir : Mort. Les gens applaudirent sa mort, si l'on en croit l'histoire."
377,INT,Spells,15,"Regenerate - a seventh level transmutation spell. One of the few higher tier magics still commonly in use by clerics and druids across the Coast. It heals and causes lost limbs to essentially regrow or reattach. Various versions of the spell can be required, depending on the affliction.",,"Régénération - sort de transmutation de septième niveau. L'une des rares magies de rang supérieur encore couramment utilisées par les clercs et les druides à travers la Côte. Il soigne et fait repousser ou rattacher les membres perdus. Selon l'affliction, différentes versions du sort peuvent être nécessaires."
378,WIS,Spells,8,"Restoration - a series of spells which cure various ailments. The most common are Lesser Restoration and Greater Restoration. They cure anything from blindness to tummy aches. Through their practical implementation from churches across the Coast, most common health issues are eradicated.",,"Restauration - série de sorts qui soignent diverses affections. Les plus courants sont Restauration partielle et Restauration supérieure. Ils guérissent de tout, de la cécité aux maux de ventre. Grâce à leur usage pratique par les églises de toute la Côte, la plupart des problèmes de santé ordinaires ont été éradiqués."
379,WIS,Spells,9,"Lesser Restoration - a second level Abjuration spell. It removes one affliction upon a target. Depending on the severity of it, the spell can remove various birth defects, cripplings, blindness, deafness, as well as minor diseases. Any place of healing across the Coast employs the use of this spell.",,"Restauration partielle - sort d'abjuration de deuxième niveau. Il retire une affliction d'une cible. Selon sa gravité, le sort peut enlever divers défauts de naissance, infirmités, cécité, surdité, ainsi que des maladies mineures. Tout lieu de soins sur la Côte emploie ce sort."
380,WIS,Spells,10,"Greater Restoration - a fifth level Abjuration spell. It undoes one debilitating effect from a target. This can include things like petrification, long-term curses, or most types of major ailments or diseases. While harder to cast these days, it is still commonly employed by churches and places of healing across the Coast.",,"Restauration supérieure - sort d'abjuration de cinquième niveau. Il défait un effet invalidant affectant une cible. Cela peut inclure la pétrification, les malédictions longues, ou la plupart des grandes affections et maladies. Plus difficile à lancer de nos jours, il reste néanmoins couramment employé par les églises et les lieux de soins de la Côte."
381,INT,Religion,9,"Patriarch - a top clerical rank in Norvik. Different from Lord Patriarch, which is the traditional administrative leader of the city. Only about a dozen men currently hold the rank. They manage a section of clerics each at the Towers.",,"Patriarche - rang clérical suprême à Norvik. À ne pas confondre avec Seigneur Patriarche, le chef administratif traditionnel de la ville. Seule une douzaine d'hommes portent actuellement ce rang. Chacun gère une section de clercs aux Tours."
382,CHA,Esoterics,8,"Esoteric Bullshit - whenever the weird unstable magic around Jor's Coast makes things a bit too wacky, people tend to say this.",,"Conneries ésotériques - quand la magie bizarre et instable autour de la Côte de Jor rend les choses un peu trop absurdes, les gens ont tendance à dire ça."
383,INT,Esoterics,14,"Nothic - an infamous aberration-type creature. It is said to be created when a wizard falls too deep into the rabbit hole of forbidden knowledge. As in, the wizard becomes the creature. Not a pretty sight, allegedly.",,"Nothic - créature aberrante tristement célèbre. On dit qu'elle naît lorsqu'un magicien tombe trop profondément dans le terrier du savoir interdit. C'est-à-dire que le magicien devient la créature. Pas joli à voir, paraît-il."
384,INT,History,10,"Johnny Longneck - infamous pirate captain of the Arcane Era. Had an airship capable of ransoming the safety of entire cities, called The Greenroc. It, along with its captain, was lost in the Wastes of Old Diminor, around 200 AE.",,"Johnny Longneck - tristement célèbre capitaine pirate de l'Ère arcanique. Il possédait un dirigeable capable de rançonner la sécurité de villes entières, nommé le Greenroc. Le vaisseau, ainsi que son capitaine, disparurent dans les Désolations du Vieux Diminor vers l'an 200 EA."
385,CHA,History,14,Johnny Longneck - one of those pirate legends. Many adventurers seek his ship and 'tomb' in the Reedsian wastes.,,Johnny Longneck - une de ces légendes de pirates. Beaucoup d'aventuriers cherchent son vaisseau et son « tombeau » dans les Désolations reedsiennes.
386,INT,Esoterics,7,Moon - the light of the night. The great source of power that moves alone across the sky at night. It has a different color and follows different movement in each band. In Askanii it is light blue and stays in the sky for far longer than the rest.,,"Lune - la lumière de la nuit. La grande source de pouvoir qui traverse seule le ciel nocturne. Sa couleur et son mouvement changent dans chaque bande. En Askanii, elle est bleu pâle et reste dans le ciel bien plus longtemps qu'ailleurs."
387,INT,Esoterics,6,"Sun - the light of the day. The great source of power that moves alone across the sky over the day. It follows a different pattern of movement in each band, and with different intensities. In Askanii it is small and moves quickly.",,"Soleil - la lumière du jour. La grande source de pouvoir qui traverse seule le ciel pendant la journée. Il suit un modèle de mouvement différent dans chaque bande, avec des intensités variables. En Askanii, il est petit et se déplace vite."
388,INT,Folk,14,"Loxorii - elephant folk. Known for the massive size, and ability to keep growing their entire lives. As part-celestials, most of them live in Divinii Torum and Ym. Although some are known to migrate peacefully into the valleys of Vyz-Kha Peaks from their Girikut homeland. The dwarves generally have a very good relationship with them.",,"Loxorii - peuple-éléphant. Connu pour sa taille massive et sa capacité à continuer de grandir toute sa vie. En tant que demi-célestes, la plupart vivent en Divinii Torum et à Ym. Certains migrent toutefois paisiblement vers les vallées des pics de Vyz-Kha depuis leur terre natale de Girikut. Les nains entretiennent généralement d'excellentes relations avec eux."
389,WIS,Geography,14,Girikut - the nomadic central land of the Loxorii. A white mountain with a bowl-shaped miles-wide valley at its peak. All Loxorii are said to travel there once in their long lifetimes.,,"Girikut - terre centrale nomade des Loxorii. Une montagne blanche avec, à son sommet, une vallée en forme de bol large de plusieurs milles. On dit que tous les Loxorii s'y rendent une fois dans leur longue vie."
390,,,,,,
391,INT,Folk,12,"Minotaur - a common term for bovinefolk. A rare folk upon the Coast, mostly found in Hae'xi and inland Vourgeni.",,"Minotaure - terme courant pour les peuples bovins. Peuple rare sur la Côte, surtout présent en Hae'Xi et dans le Vourgeni intérieur."
392,INT,Folk,15,"Crocodilus - rare sentient folk, mainly encountered in the swamplands of Hae'Xi. Extremely deadly. Beware.",,"Crocodilus - rare peuple sentient, principalement rencontré dans les marécages de Hae'Xi. Extrêmement mortel. Prudence."
393,INT,Esoterics,10,"Gelatinous Cube - a mindless yet dangerous cubic ooze. They are near impossible to spot due to their translucent nature, and digest anything within their grasp with a horrendously acidic substance. They are common within dungeons, used as both guards and clean-up.",,"Cube gélatineux - vase cubique sans esprit mais dangereuse. Presque impossible à repérer à cause de sa nature translucide, elle digère tout ce qui passe à sa portée avec une substance horriblement acide. On la trouve souvent dans les donjons, où elle sert à la fois de garde et d'équipe de nettoyage."
394,CHA,"Language, EM",8,Cube - slang for Gelatinous Cube.,,Cube - argot pour Cube gélatineux.
395,CHA,Language,6,Âppleskrutt - dwarven slang for 'apple core'.,,Appleskrutt - argot nain pour « trognon de pomme ».
396,CHA,"Literature, EM",17,"Heat - an obscure novella about a Reedsian revolutionary falling for her servant, Steve.",,"Chaleur - obscure nouvelle au sujet d'une révolutionnaire reedsienne qui tombe amoureuse de son domestique, Steve."
397,INT,Spells,10,"Detect Poison and Disease - a first level divination spell. It allows the user to notice dangerous substances, both in and outside the body. Often used by healers, as well as bodyguards.",,"Détection du poison et des maladies - sort de divination de premier niveau. Il permet à l'utilisateur de remarquer les substances dangereuses, à l'intérieur comme à l'extérieur du corps. Souvent utilisé par les guérisseurs, ainsi que par les gardes du corps."
398,CHA,"Language, Literature",12,"Time takes us all - a classic line from the play 'Tysseus', about a merman who decides to be swim around the Coast. It is considered bigoted by some, as it does not portray merfolk culture in any semblance of accuracy. But man is it funny!",,"Le temps nous emporte tous - réplique classique de la pièce « Tysseus », au sujet d'un homme-poisson qui décide de nager autour de la Côte. Certains la jugent intolérante, car elle ne représente pas la culture des peuples aquatiques avec la moindre exactitude. Mais bon sang, qu'est-ce que c'est drôle !"
399,CHA,Language,15,Sloppy toppy - slightly outdated slang for oral sex.,,Sloppy toppy - argot un peu vieilli pour désigner le sexe oral.
400,STR,Politics,5,"Lord Gorm - the last anointed paladin of Urth. One of the original faces of the Party of Norvik. He went missing months ago, and many believe he has abandoned his post.",,"Seigneur Gorm - le dernier paladin oint d'Urth. L'un des premiers visages du Parti de Norvik. Il a disparu il y a des mois, et beaucoup pensent qu'il a abandonné son poste."
401,INT,Esoterics,10,"Energy Zombie - an esoterically infused undead creature, more akin to a ghost than a regular zombie. They are mostly harmless, apart from slowly draining folk into exhaustion. Common in the Old City Wall.",,"Zombie d'énergie - créature morte-vivante infusée d'ésotérisme, plus proche d'un fantôme que d'un zombie ordinaire. Ils sont généralement inoffensifs, à part le fait qu'ils drainent lentement les gens jusqu'à l'épuisement. Courants dans le Vieux Mur de la ville."
402,INT,History,9,"Gate War - the legendary conflict between the Beasts of Jor, the original gods, and the many others who tried to take over JOR towards the end of the Gate Era. We have little information about this conflict, but it is known it led to the closing of the Gates, and began the Fade Era.",,"Guerre des Portails - conflit légendaire entre les Bêtes de Jor, les dieux originels, et les nombreux autres qui tentèrent de s'emparer de Jor vers la fin de l'Ère des Portails. Nous savons peu de choses sur ce conflit, mais il mena à la fermeture des Portails et inaugura l'Ère du Déclin."
403,WIS,Spells,8,Cure Wounds - a 1st level Abjuration/Necromancy/Evocation spell. It heals a target.,,Soins des blessures - sort d'abjuration/nécromancie/évocation de niveau 1. Il soigne une cible.
404,INT,"History, Literature",16,Blood Order of Doug - a legendary text written in the blood of the Drake Slayer himself. It was given to his thirteen commanders on his deathbed. Only five copies are held in known collection today.,,Ordre sanglant de Doug - texte légendaire écrit dans le sang du Tueur de Drake lui-même. Il fut remis à ses treize commandants sur son lit de mort. Seuls cinq exemplaires se trouvent aujourd'hui dans des collections connues.
405,CHA,Language,9,Curse-Mother - dwarven slang for mother-in-law.,,Belle-mère maudite - argot nain pour belle-mère.
406,CHA,Language,10,"Halfways - short for HWBT, the Halfway Bridge Tribe.",,"Halfways - abréviation de HWBT, la Tribu du Pont-À-Mi-Chemin."
407,CHA,Language,9,OACN - nobody calls it that.,,OACN - personne ne dit ça.
408,INT,Esoterics,10,"Devil - lawful evil fiend. They are lawyers, soul-traders, and either the most efficient type of leaders or the worst type of middle managers. Their numbers are dwindling as of late, but in Bloodcity Bay they still rule supreme.",,"Diable - fiélon loyal mauvais. Ce sont des avocats, des marchands d'âmes, et soit le type de dirigeants le plus efficace, soit le pire genre de cadres intermédiaires. Leur nombre diminue ces temps-ci, mais dans la Baie de Bloodcity, ils règnent encore sans partage."
409,INT,Esoterics,10,Demon - chaotic evil fiend. They are mostly bloodthirsty monsters and rage-crazed barbarians fallen out of Hae'Xi. But some of their more civilized spawn do reign in the cities and realms surrounding the Endless Maw.,,Démon - fiélon chaotique mauvais. Ce sont surtout des monstres assoiffés de sang et des barbares fous de rage tombés hors de Hae'Xi. Mais certains de leurs rejetons plus civilisés règnent bel et bien dans les cités et royaumes autour de la Gueule sans fin.
410,WIS,History,11,"Gate Era - the first out of five eras. When Jor crafted his realm, and the gods fought to bring order. That was the Gate War.",,"Ère des Portails - la première des cinq ères. Celle où Jor façonna son royaume, et où les dieux combattirent pour y apporter l'ordre. Ce fut la Guerre des Portails."
411,WIS,History,10,"Fade Era - the second out of five eras. When Jor went silent, and the ancient terrors were slowly replaced by those in charge today. This is when humans first arrived, for example.",,"Ère du Déclin - la deuxième des cinq ères. Celle où Jor se tut, et où les antiques terreurs furent peu à peu remplacées par ceux qui commandent aujourd'hui. C'est à cette époque que les humains arrivèrent pour la première fois, par exemple."
412,WIS,History,9,"Divine Era - the third out of five eras. When the first gods were born out of mortal folk, and power began to entirely fall into their wonderful and fragile hands.",,"Ère divine - la troisième des cinq ères. Celle où les premiers dieux naquirent du peuple mortel, et où le pouvoir commença à tomber entièrement entre leurs mains merveilleuses et fragiles."
413,WIS,History,8,"Arcane Era - the fourth out of five eras. When the Arcanists rose, and dominated the entire Coast. Only to fall when the Coast War crumbled their empires to dust.",,Ère arcanique - la quatrième des cinq ères. Celle où les arcanistes s'élevèrent et dominèrent toute la Côte. Avant de tomber quand la Guerre de la Côte réduisit leurs empires en poussière.
414,WIS,History,7,"Postwar Era - the fifth and current era. Only 27 years in, but often seen as an era of mending after the brutal Coast War. Many suggest it will be an era of ideologies, a struggle to determine the next dominant force on the Coast.",,"Ère d'après-guerre - la cinquième et actuelle ère. Elle n'a que 27 ans, mais beaucoup la voient comme une ère de réparation après la brutale Guerre de la Côte. Beaucoup suggèrent qu'elle sera une ère des idéologies, une lutte pour déterminer la prochaine force dominante de la Côte."
415,INT,History,10,"Era - modern scholars divide history on JOR into five eras. They use canonically important events as starting points for these eras, although this was easier when the Arcanists of Old Diminor still had a common consensus. Not everyone agrees the so-called 'Postwar Era' has even begun, let alone what it should be called.",,"Ère - les savants modernes divisent l'histoire de Jor en cinq ères. Ils prennent comme points de départ des événements d'importance canonique, même si c'était plus facile quand les arcanistes du Vieux Diminor partageaient encore un consensus. Tout le monde n'est pas d'accord pour dire que la prétendue « Ère d'après-guerre » a même commencé, sans parler de son nom."
416,STR,Nature,8,"Great Perch - the drake-like sea creature found along River Torna. Urth was known to tame these creatures, and eventually the Great Perch became the symbol of his great city.",,"Grande Perche - créature marine draconique qu'on trouve le long de la Torna. Urth était connu pour apprivoiser ces créatures, et la Grande Perche devint finalement le symbole de sa grande cité."
417,INT,Spells,19,"Power Word Ebb - one of the lost Power Words. There are theories on its existence among scholars, mostly focusing on the dragon's search to surpass Jor. The only known mention in the journals of Tisereldanour of the word indicated it had an anti-magic effect.",,"Mot de pouvoir : Ebb - l'un des Mots de pouvoir perdus. Son existence fait l'objet de théories savantes, centrées surtout sur la quête du dragon visant à dépasser Jor. La seule mention connue du mot, dans les journaux de Tisereldanour, indiquait un effet anti-magie."
418,INT,Nature,14,"Electrum - an old term for magical amber ore. It is only mined in three locations across the Coast. The Clanlands of Askan, the Toothy River of Hae'Xi, and the Rock Woods of Ym.",,"Électrum - ancien terme pour désigner le minerai d'ambre magique. Il n'est extrait qu'en trois lieux sur la Côte : les Terres des clans d'Askan, la Rivière dentue de Hae'Xi, et les Bois rocheux d'Ym."
419,INT,Esoterics,14,Amber - a translucent magical resin with a faint yellow glow. It is often used to store esoteric energy and is an extremely valuable material across the Coast. The technical term is Electrum.,,Ambre - résine magique translucide à la faible lueur jaune. Elle sert souvent à stocker l'énergie ésotérique et constitue un matériau extrêmement précieux sur toute la Côte. Le terme technique est Électrum.
420,INT,City,8,"Pest Control Guild - one of the oldest guilds in Norvik. They are supposed to keep monsters at bay, and clean up any unwanted critters across the city. These days, they are so bogged down in requests from citizens and the city that they usually have backlogs for months.",,"Guilde de dératisation - l'une des plus anciennes guildes de Norvik. Elle est censée tenir les monstres à distance et nettoyer toutes les bestioles indésirables de la ville. Ces temps-ci, elle croule tellement sous les demandes des citoyens et de la ville qu'elle a généralement des mois de retard."
421,INT,City,7,"Shifting Falls - a deep cavernous part of the City Below, found underneath the eastern districts of Norvik. It stretches far down all the way to the Gravity Flip, and is the only discovered part of the City Below to do so. Known for its magical waterfalls and hanging architecture.",,"Chutes mouvantes - profonde partie caverneuse de la Cité d'En Bas, située sous les districts orientaux de Norvik. Elle descend jusqu'au Retournement gravitationnel, et c'est la seule partie découverte de la Cité d'En Bas à le faire. Connue pour ses cascades magiques et son architecture suspendue."
422,INT,City,9,"Water Temple - a half-frozen, half-submerged spiral maze in the City Below. Found underneath the mouth of the River Torna and is said to suck in a portion of the river's water, sending it to the Undersea. A similar temple is said to be found at the start of the river, far inland, near the edges of the Infinite Wastes.",,"Temple de l'Eau - labyrinthe spiralé à moitié gelé et à moitié submergé dans la Cité d'En Bas. Situé sous l'embouchure de la Torna, il aspirerait une partie de l'eau du fleuve pour l'envoyer vers la Sous-Mer. Un temple similaire existerait au début du fleuve, loin à l'intérieur des terres, près des bords des Désolations infinies."
423,STR,City,8,"Lower Palace - a term for the parts of the Palace District that are located in the City Below. Most of it has been civilized over the last few decades, but expansion has slowed since Urth's passing.",,"Palais inférieur - terme désignant les parties du District du Palais situées dans la Cité d'En Bas. La plupart ont été civilisées au cours des dernières décennies, mais l'expansion a ralenti depuis la disparition d'Urth."
424,INT,Esoterics,14,"Trifler - a rare class of aberration found across the Coast. They are known to run various cults across the Undersea, often trading in information. Known to hold powerful psionic power, they are very dangerous. A Trifler named Horseman runs a major guild in Middle Edge, one of the few operating publically.",,"Trifler - rare classe d'aberration présente sur toute la Côte. Ils sont connus pour diriger divers cultes dans la Sous-Mer, souvent en faisant commerce d'informations. Dotés d'un puissant pouvoir psionique, ils sont très dangereux. Un Trifler nommé Horseman dirige une grande guilde à Middle Edge, l'une des rares à agir publiquement."
425,INT,"Esoterics, EM",8,Doom - the lair of a lich.,,Doom - antre d'une liche.
426,INT,Esoterics,9,"Antesepalian - Old Diminorian term, meaning 'before the closing of the gates'. Used to refer to those who lived before the end of the Gate Era, exactly 2027 years ago.",,"Antesépalian - terme du Vieux Diminor signifiant « avant la fermeture des portails ». Utilisé pour désigner ceux qui vécurent avant la fin de l'Ère des Portails, il y a exactement 2027 ans."
427,INT,Spells,13,"Finger of Death - a 7th level necromancy spell. It causes a single target to be overwhelmed by negative energies. It makes any normal man immediately falter, decay, then turn into an undead abomination.",,"Doigt de mort - sort de nécromancie de 7e niveau. Il submerge une cible d'énergies négatives. Il fait immédiatement vaciller, dépérir, puis se changer en abomination morte-vivante n'importe quel homme ordinaire."
428,DEX,Geography,10,"Cree-Iv - a city in eastern Reeds. One of the few placed untouched by the later stages of the Coast War, and thus a stronghold of early Freestriderism. Today it is the fourth largest Free City.",,"Cree-Iv - cité de l'est des Reeds. L'un des rares endroits épargnés par les dernières phases de la Guerre de la Côte, et donc un bastion du Libre-Marchisme précoce. Aujourd'hui, c'est la quatrième plus grande Cité libre."
429,INT,Esoterics,8,"Dracolich - a dragon who goes through the act of achieving lichdom. They are known to be the most terrifying creatures long the Coast, for at least two reasons. None are known to be alive today, publically.",,"Dracoliche - dragon qui accomplit l'acte d'atteindre la lichdom. On les connaît comme les créatures les plus terrifiantes de la Côte, pour au moins deux raisons. Aucune n'est publiquement connue comme vivante aujourd'hui."
430,WIS,History,12,"Magocrat Reproduction Society - a hag-centered organization in Old Diminor focused on creating artificial population booms among the Arcanists. While successful, it led to many feminist insurgencies during their reign.",,"Société de reproduction magocrate - organisation centrée sur les guenaudes dans le Vieux Diminor, vouée à créer des booms démographiques artificiels parmi les arcanistes. Bien qu'efficace, elle provoqua de nombreuses insurrections féministes pendant leur règne."
431,INT,City,11,"Thomas Darrow - uncle of Nicholas Darrow. Disappeared fifteen years ago, and his case was a widely speculated investigation.",,"Thomas Darrow - oncle de Nicholas Darrow. Disparu il y a quinze ans, et son affaire fit l'objet de nombreuses spéculations."
432,INT,Esoterics,17,"Esoteric Ebb - the draining of magic from Jor's Realm. Theorized by the Arcanists during the end of the Coast War, when their magic began to fail more and more.",,"Esoteric Ebb - le drainage de la magie hors du Royaume de Jor. Théorisé par les arcanistes vers la fin de la Guerre de la Côte, lorsque leur magie commença à faiblir de plus en plus."
433,INT,History,10,"The Closing - a term for the Closing of the Gates, the event which ended the Gate Era. Occurred exactly 2027 years ago.",,"La Fermeture - terme pour la Fermeture des Portails, l'événement qui mit fin à l'Ère des Portails. Survenue il y a exactement 2027 ans."
434,WIS,Geography,14,"Three Wings - the name of the birdfolk tribes which ruled far inland in Divinii Torum. They unified 57 years ago, and created a sovereignty based on Azgalian ideas. They were subjugated by the Golden Horde 32 years ago.",,Trois Ailes - nom des tribus d'hommes-oiseaux qui régnaient loin à l'intérieur des terres en Divinii Torum. Elles s'unifièrent il y a 57 ans et créèrent une souveraineté fondée sur des idées azgaliennes. Elles furent soumises par la Horde dorée il y a 32 ans.
435,INT,Geography,10,"Savalni - the third biggest free city in Reeds. Known for their divine roots, naval expertise, and vineyards. One of the few cities that retained a religious base during the Arcane Era.",,"Savalni - troisième plus grande cité libre des Reeds. Connue pour ses racines divines, son expertise navale et ses vignobles. L'une des rares cités à avoir conservé une base religieuse pendant l'Ère arcanique."
436,INT,Esoterics,15,Wielokrwisty - that's not in any history book.,,Wielokrwisty - ça n'est dans aucun livre d'histoire.
437,CHA,Geography,11,"Holy Mountain - a short name for the singular infinite mountain set along the coast in Divinii Torum. One of those natural world wonders, or whatever.",,"Montagne Sainte - nom court de l'unique montagne infinie dressée le long de la côte en Divinii Torum. Une de ces merveilles naturelles du monde, ou peu importe."
438,DEX,Politics,12,"Conchie - slang for conscientious objector. During the Coast War they had a whole penal troop called the Conchie Corp, full of people who were Charmed into performing war-services. Can you imagine? Losing your freedom like that? Awful!",,"Conchie - argot pour objecteur de conscience. Pendant la Guerre de la Côte, ils avaient toute une troupe pénale appelée le Corps Conchie, pleine de gens Charmés pour accomplir des services de guerre. Tu imagines ? Perdre ta liberté comme ça ? Horrible !"
439,INT,Esoterics,14,"Couatls - winged snake-like celestials. Messengers and servants of an antesepalian deity and/or titan, sometimes called the World Serpent. They are known to work against fiends across the bands.",,"Couatls - célestes semblables à des serpents ailés. Messagers et serviteurs d'une divinité et/ou titan antesépalian, parfois appelé le Serpent-Monde. Ils sont connus pour agir contre les fiélons à travers les bandes."
440,INT,Esoterics,12,"Unicorn - an equine-like celestial with a magical horn on their forehead. They are known to frequent various forested areas, and are often mistaken for fey.",,Licorne - céleste équin portant une corne magique sur le front. Elles fréquentent divers lieux boisés et sont souvent prises pour des fées.
441,INT,Esoterics,14,"Empyreans - divine titans, known as the children of the gods. Some of them survive to this day, often in decayed states.",,"Empyréens - titans divins, connus comme les enfants des dieux. Certains survivent encore aujourd'hui, souvent dans des états dégradés."
442,INT,Esoterics,13,"Cherub - chaotic celestial creatures, often mistaken for aberration due to their erratic physical manifestations. In the far past, they used to patrol the peaks and valleys of Old Diminor, ruthlessly destroying evil beings they came across.",,"Chérubin - créatures célestes chaotiques, souvent prises pour des aberrations à cause de leurs manifestations physiques erratiques. Dans le lointain passé, elles patrouillaient les pics et vallées du Vieux Diminor, détruisant impitoyablement les êtres maléfiques qu'elles rencontraient."
443,DEX,"City, Esoterics",7,"Sender - the worst type of cleric gig. Seriously. You just sit at an office all day, spending all your spell slots on messages going across the Coast like you're some type of machine. And the pay SUCKS!",,"Messager - le pire boulot de clerc qui soit. Sérieusement. Tu restes assis dans un bureau toute la journée, à dépenser tous tes emplacements de sort en messages envoyés à travers la Côte comme si tu étais une sorte de machine. Et la paie est NULLE !"
444,STR,Language,10,"Smash it with an adamantine hammer - a saying that means, more or less, 'doing something useless'. Since adamantine is so light, that any blunt weapon forged with it will literally just bounce off its target.",,"Le frapper avec un marteau d'adamantine - expression signifiant plus ou moins « faire quelque chose d'inutile ». Comme l'adamantine est si légère, toute arme contondante forgée avec rebondit littéralement sur sa cible."
445,WIS,Politics,9,Azgalian Front - an offshoot of Azgalists pushing more extreme parts of the ideology.,,Front azgalien - branche des azgalistes qui pousse les aspects les plus extrêmes de l'idéologie.
446,WIS,Esoterics,8,"Pillar of Jor - an esoteric relic left after the end of the Gate Era. There are eight of these pillars around the Coast (or four, if you believe the theories of a wrapping circular Coast!) and they are indestructible. Although there is some esoteric power within them, no one has been able to make use of them at all.",,"Pilier de Jor - relique ésotérique laissée après la fin de l'Ère des Portails. Il y a huit de ces piliers autour de la Côte, ou quatre si tu crois aux théories d'une Côte circulaire qui se replie sur elle-même, et ils sont indestructibles. Bien qu'ils contiennent un certain pouvoir ésotérique, personne n'a jamais réussi à s'en servir."
447,WIS,History,13,"Battle of Thazen - the battle that determined the end of the Coast War, on the 14th of Chronus, 481 AE. This was the day the Arcanists fell, truly fell, and have not risen since.",,"Bataille de Thazen - bataille qui décida de la fin de la Guerre de la Côte, le 14 Chronus 481 EA. Ce fut le jour où les arcanistes tombèrent, tombèrent vraiment, et ils ne se sont pas relevés depuis."
448,INT,Religion,14,Toromororolocoporoso - the evil fungal god of the depth. A great warrior and conqueror who rages across the Undercoast.,,Toromororolocoporoso - dieu fongique maléfique des profondeurs. Grand guerrier et conquérant qui ravage la Sous-Côte.
449,CHA,Literature,9,Two Crowns - an old play about a kingdom run by a group of idiotic advisors. Also popularized the term 'two crowns'. When giving someone your 'two crowns' you're offering unsolicited advice.,,"Deux Couronnes - vieille pièce au sujet d'un royaume dirigé par un groupe de conseillers idiots. Elle a aussi popularisé l'expression « deux couronnes ». Donner à quelqu'un tes « deux couronnes », c'est lui offrir un conseil non sollicité."
450,WIS,Esoterics,13,"Varjomieli - Mind of Shadows. A type of lichdom created through primal stasis, usually by powerful druids or elven wizards. Unlike ordinary liches, they do not inspire as much dread nor hold as much power, due to their balance with the natural world. In other words, they do not consume souls to keep living, but rather just stay permanent.",,"Varjomieli - Esprit des Ombres. Type de lichdom créée par stase primordiale, généralement par de puissants druides ou magiciens elfes. Contrairement aux liches ordinaires, ils inspirent moins de terreur et possèdent moins de pouvoir, à cause de leur équilibre avec le monde naturel. Autrement dit, ils ne consomment pas d'âmes pour continuer à vivre, ils restent simplement permanents."
451,WIS,"Esoterics, History",15,"Great Split - a collection of primal wizards in Old Diminor, who left behind their old title of Circle of the Earth. This betrayal is still an open wound for many a druid.",,Grande Scission - groupe de magiciens primordiaux du Vieux Diminor qui abandonnèrent leur ancien titre de Cercle de la Terre. Cette trahison reste une plaie ouverte pour bien des druides.
452,INT,"Politics, Geography",11,"Free Thazen - a term for the liberated post-war Freestrider-led rebuilt Thazen, arguably the greatest Free City in Reeds.",,"Thazen libre - terme pour la Thazen reconstruite, libérée après la guerre et menée par les Libre-Marcheurs, sans doute la plus grande Cité libre des Reeds."
453,WIS,Religion,15,Fortuitous Gia - an old deity still worshipped in some parts of Reeds. She was a goddess of luck and wealth.,,Gia la Fortuite - ancienne divinité encore vénérée dans certaines parties des Reeds. C'était une déesse de la chance et de la richesse.
454,INT,Spells,8,"Detect Magic - a classic 1st level divination spell. It allows the caster to view magical effect, enchantments, illusions, and other esoterical things clearly within a certain range. You don't have access to this currently. But Detect Secret should be a good substitute.",,"Détection de la magie - sort classique de divination de niveau 1. Il permet au lanceur de voir clairement les effets magiques, enchantements, illusions et autres choses ésotériques dans un certain rayon. Tu n'y as pas accès actuellement. Mais Détection des secrets devrait faire un bon substitut."
