ID,ENGLISH,GERMAN,FRENCH
IP_OYU_15,"Kargamesh is on the other side of the world. It's an opposite to Askani - a mirror. In their dry we have wet. In their warm we have cold. She'll gladly tell you all about it- on a surface level. She's not here to make friends, not really. Or at least not yet. ","Kargamesh se trouve de l'autre côté du monde. C'est l'opposé d'Askanii, un miroir. Dans leur sec, nous avons l'humide. Dans leur chaud, nous avons le froid. Elle te racontera volontiers tout cela, en surface. Elle n'est pas ici pour se faire des amis, pas vraiment. Ou du moins pas encore.","Kargamesh se trouve de l'autre côté du monde. C'est l'opposé d'Askanii, un miroir. Dans leur sec, nous avons l'humide. Dans leur chaud, nous avons le froid. Elle te racontera volontiers tout cela, en surface. Elle n'est pas ici pour se faire des amis, pas vraiment. Ou du moins pas encore."
IP_OYU_20,"Ah. She's not too happy about the current climate. Travel through Divinii Torum and Ym? Not feasible at the moment. Trade? Stiff and regulated. Airships? Few and far between. This decade has been a slow descent into a world of monopolies and corruption, if you ask her. 

She might end up staying in this city of yours for longer than she ever imagined.","Ah. Elle n'est pas très contente du climat actuel. Voyager à travers Divinii Torum et Ym ? Pas faisable pour l'instant. Le commerce ? Rigide et réglementé. Les dirigeables ? Rares et espacés. Cette décennie a été une lente descente vers un monde de monopoles et de corruption, si tu lui demandes. Elle pourrait finir par rester dans cette ville qui est la tienne plus longtemps qu'elle ne l'aurait jamais imaginé.","Ah. Elle n'est pas très contente du climat actuel. Voyager à travers Divinii Torum et Ym ? Pas faisable pour l'instant. Le commerce ? Rigide et réglementé. Les dirigeables ? Rares et espacés. Cette décennie a été une lente descente vers un monde de monopoles et de corruption, si tu lui demandes. Elle pourrait finir par rester dans cette ville qui est la tienne plus longtemps qu'elle ne l'aurait jamais imaginé."
IP_PINJA_5_WIS,"Strange, there's something not quite...","Étrange, il y a quelque chose qui n'est pas tout à fait...","Étrange, il y a quelque chose qui n'est pas tout à fait..."
IP_PINJA_10,...right about this elf on the corner of the fortress. Her...,...normal chez cette elfe au coin de la forteresse. Sa...,...normal chez cette elfe au coin de la forteresse. Sa...
IP_PINJA_15,...presence appears not vivid enough for you to...,...présence ne semble pas assez vive pour que tu puisses...,...présence ne semble pas assez vive pour que tu puisses...
IP_PINJA_20,...even accept her as real. Elven magic? Feminine mystique? Or something else?,...même l'accepter comme réelle. Magie elfique ? Mystique féminine ? Ou autre chose ?,...même l'accepter comme réelle. Magie elfique ? Mystique féminine ? Ou autre chose ?
IP_PINJA_25,Ah. Of course. She's not really here. The thought sends a shiver down your spine.,Ah. Bien sûr. Elle n'est pas vraiment ici. Cette pensée te glace l'échine.,Ah. Bien sûr. Elle n'est pas vraiment ici. Cette pensée te glace l'échine.
IP_RAZZ_5_CHA,He wants to kill you.,Il veut te tuer.,Il veut te tuer.
IP_RAZZ_10,"This is a massive, unregulated, confident, and highly problematic goblin supremacist. He will not debate you on it, he doesn't even see you as worthy of being alive.","C'est un suprémaciste gobelin massif, non réglementé, sûr de lui et hautement problématique. Il ne débattra pas avec toi à ce sujet ; il ne te considère même pas digne d'être en vie.","C'est un suprémaciste gobelin massif, non réglementé, sûr de lui et hautement problématique. Il ne débattra pas avec toi à ce sujet ; il ne te considère même pas digne d'être en vie."
IP_RAZZ_15,"A focused killer. His body count must be in the hundreds. The type of man who wishes for nothing but the destruction of humanity- the Urthfolk especially, and the downfall of this invading species upon the shores of Askanii.","Un tueur concentré. Son compteur de victimes doit se compter par centaines. Le genre d'homme qui ne souhaite rien d'autre que la destruction de l'humanité, surtout les Urthfolk, et la chute de cette espèce envahissante sur les rivages d'Askanii.","Un tueur concentré. Son compteur de victimes doit se compter par centaines. Le genre d'homme qui ne souhaite rien d'autre que la destruction de l'humanité, surtout les Urthfolk, et la chute de cette espèce envahissante sur les rivages d'Askanii."
IP_RAZZ_20,"The more you stare into those deranged eyes of his, the more you understand- he is not full of hatred from some idealistic vision of the future. He does not view the future of Askanii as a goblin paradise. All he wants - entirely due to some personal vendetta fueled by sociopathy - is to erase humans from existence. <i>Gulp</i>.","Plus tu fixes ses yeux dérangés, plus tu comprends : il n'est pas rempli de haine à cause d'une vision idéaliste de l'avenir. Il ne voit pas le futur d'Askanii comme un paradis gobelin. Tout ce qu'il veut, entièrement à cause d'une vendetta personnelle nourrie par la sociopathie, c'est effacer les humains de l'existence. <i>Gloups</i>.","Plus tu fixes ses yeux dérangés, plus tu comprends : il n'est pas rempli de haine à cause d'une vision idéaliste de l'avenir. Il ne voit pas le futur d'Askanii comme un paradis gobelin. Tout ce qu'il veut, entièrement à cause d'une vendetta personnelle nourrie par la sociopathie, c'est effacer les humains de l'existence. <i>Gloups</i>."
IP_RIX_5_DEX,"Money, money, money! This is what you get when the pragmatism of devilhood mixes with the dexterity of human-ish fingers. A mint-making, crown-conscientious, capital-creator of the highest class!","De l'argent, de l'argent, de l'argent ! Voilà ce qu'on obtient quand le pragmatisme diabolique se mêle à la dextérité de doigts presque humains. Une créatrice de monnaie, consciente des couronnes, génératrice de capital de toute première classe !","De l'argent, de l'argent, de l'argent ! Voilà ce qu'on obtient quand le pragmatisme diabolique se mêle à la dextérité de doigts presque humains. Une créatrice de monnaie, consciente des couronnes, génératrice de capital de toute première classe !"
IP_RIX_10,"Entrepreneurship is about disruption. It's about seeing through the common clay and figuring out the hacks of reality. It's like magic, really. Except it works on scale. ","L'entrepreneuriat, c'est la disruption. C'est voir à travers l'argile commune et trouver les hacks de la réalité. C'est comme la magie, en fait. Sauf que ça fonctionne à grande échelle.","L'entrepreneuriat, c'est la disruption. C'est voir à travers l'argile commune et trouver les hacks de la réalité. C'est comme la magie, en fait. Sauf que ça fonctionne à grande échelle."
IP_RIX_15,"This woman has found several holes in the city's purse. Over the years she's run factories, founded startups, dealt with city corporations, guild deals, and now she's a tavern proprietor. A highly accomplished woman, the type to flourish in the Freestrider future.","Cette femme a trouvé plusieurs trous dans la bourse de la ville. Au fil des ans, elle a dirigé des usines, fondé des startups, traité avec des corporations municipales, conclu des accords de guilde, et maintenant elle tient une taverne. Une femme hautement accomplie, du genre à prospérer dans l'avenir libre-marcheur.","Cette femme a trouvé plusieurs trous dans la bourse de la ville. Au fil des ans, elle a dirigé des usines, fondé des startups, traité avec des corporations municipales, conclu des accords de guilde, et maintenant elle tient une taverne. Une femme hautement accomplie, du genre à prospérer dans l'avenir libre-marcheur."
IP_RIX_20,"Her backstory aside, this tiefling finds meaning in the crowns. In capital. The power and respect she finds in this new world is everything she did not have as a child. Here, she is the boss, and in full control - until she isn't.","Son histoire personnelle mise à part, cette tieffeline trouve du sens dans les couronnes. Dans le capital. Le pouvoir et le respect qu'elle trouve dans ce nouveau monde sont tout ce qu'elle n'avait pas enfant. Ici, c'est elle la patronne, et elle a le contrôle total, jusqu'à ce que ce ne soit plus le cas.","Son histoire personnelle mise à part, cette tieffeline trouve du sens dans les couronnes. Dans le capital. Le pouvoir et le respect qu'elle trouve dans ce nouveau monde sont tout ce qu'elle n'avait pas enfant. Ici, c'est elle la patronne, et elle a le contrôle total, jusqu'à ce que ce ne soit plus le cas."
IP_ROLLO_5_STR,The next generation! A late-stage teenager representing all young men among the Urthfolk.,La prochaine génération ! Un adolescent tardif représentant tous les jeunes hommes parmi les Urthfolk.,La prochaine génération ! Un adolescent tardif représentant tous les jeunes hommes parmi les Urthfolk.
IP_ROLLO_10,"Statistically, it could be worrying. If all young men today feel as lost (and unemployed) as this one, then everything must be going to shit. At least he's politically active!","Statistiquement, ça pourrait être inquiétant. Si tous les jeunes hommes d'aujourd'hui se sentent aussi perdus et sans emploi que celui-ci, alors tout part vraiment en vrille. Au moins, il est politiquement actif !","Statistiquement, ça pourrait être inquiétant. Si tous les jeunes hommes d'aujourd'hui se sentent aussi perdus et sans emploi que celui-ci, alors tout part vraiment en vrille. Au moins, il est politiquement actif !"
IP_ROLLO_15,"That might also be a worrying detail. Young men with little to lose and everything to gain are,  historically speaking, a common driving force behind world-changing conflicts. If the old guard Nationalists do not represent them- if Freestriderism does not support them- if Azgalism is way too... progressive- then what <i>frays</i> will these rumblings lead us along? ","Ce détail aussi pourrait être inquiétant. Les jeunes hommes qui ont peu à perdre et tout à gagner sont, historiquement parlant, une force motrice courante derrière les conflits capables de changer le monde. Si les vieux nationalistes ne les représentent pas, si le Libre-Marchisme ne les soutient pas, si l'azgalisme est beaucoup trop... progressiste, alors vers quelles <i>effilochures</i> ces grondements nous mèneront-ils ?","Ce détail aussi pourrait être inquiétant. Les jeunes hommes qui ont peu à perdre et tout à gagner sont, historiquement parlant, une force motrice courante derrière les conflits capables de changer le monde. Si les vieux nationalistes ne les représentent pas, si le Libre-Marchisme ne les soutient pas, si l'azgalisme est beaucoup trop... progressiste, alors vers quelles <i>effilochures</i> ces grondements nous mèneront-ils ?"
IP_ROLLO_20,"As with all things, it is <i>ECONOMY</i> which steers the masses. The flow of CAPITAL, as you have read so much about. These boys might rage against the world if they wish, yet if they each held a role in society which paid them well and granted them satisfaction, then all that rage would subside.

They simply require a new ideology. One which supports their economic interests, and nothing else. ","Comme pour toute chose, c'est <i>l'ÉCONOMIE</i> qui dirige les masses. Le flux du CAPITAL, dont tu as tant lu. Ces garçons peuvent bien rager contre le monde s'ils le souhaitent ; si chacun avait un rôle dans la société qui le payait bien et lui donnait satisfaction, toute cette rage retomberait. Il leur faut simplement une nouvelle idéologie. Une qui soutienne leurs intérêts économiques, et rien d'autre.","Comme pour toute chose, c'est <i>l'ÉCONOMIE</i> qui dirige les masses. Le flux du CAPITAL, dont tu as tant lu. Ces garçons peuvent bien rager contre le monde s'ils le souhaitent ; si chacun avait un rôle dans la société qui le payait bien et lui donnait satisfaction, toute cette rage retomberait. Il leur faut simplement une nouvelle idéologie. Une qui soutienne leurs intérêts économiques, et rien d'autre."
IP_SHEN_8_INT,"An immigrant of Divinii Torum. An owlfolk. An expert on all things BOOK. He has brought his expertise to your city, and for this you should feel grateful. This is the perfect example of why this new Era is so very, very wonderful.","Un immigrant de Divinii Torum. Un homme-hibou. Un expert de tout ce qui touche aux LIVRES. Il a apporté son expertise à ta ville, et pour cela tu devrais te sentir reconnaissant. Voilà l'exemple parfait de pourquoi cette nouvelle Ère est si très, très merveilleuse.","Un immigrant de Divinii Torum. Un homme-hibou. Un expert de tout ce qui touche aux LIVRES. Il a apporté son expertise à ta ville, et pour cela tu devrais te sentir reconnaissant. Voilà l'exemple parfait de pourquoi cette nouvelle Ère est si très, très merveilleuse."
IP_SHEN_14,"If you ever feel discontent about his behavior, remember: this is a person. He is not a representative of his entire people. Just as there are humans who are rude and boisterous and egotistical, there are owlfolk of the same cloth. All folk are different. All folk are the same.

This figure is a bit eccentric. Do not let that darken your vision of all other bewinged brother and sisters across the Coast.","Si son comportement te contrarie un jour, souviens-toi : c'est une personne. Il ne représente pas tout son peuple. Tout comme il existe des humains grossiers, tapageurs et égocentriques, il existe des hommes-hiboux du même genre. Tous les peuples sont différents. Tous les peuples sont les mêmes. Cette figure est un peu excentrique. Ne laisse pas cela assombrir ta vision de tous les autres frères et soeurs ailés de la Côte.","Si son comportement te contrarie un jour, souviens-toi : c'est une personne. Il ne représente pas tout son peuple. Tout comme il existe des humains grossiers, tapageurs et égocentriques, il existe des hommes-hiboux du même genre. Tous les peuples sont différents. Tous les peuples sont les mêmes. Cette figure est un peu excentrique. Ne laisse pas cela assombrir ta vision de tous les autres frères et soeurs ailés de la Côte."
IP_SIMII_5_CHA,A devoted Azgal. Gives everything he has to support the cause.,Un Azgal dévoué. Il donne tout ce qu'il a pour soutenir la cause.,Un Azgal dévoué. Il donne tout ce qu'il a pour soutenir la cause.
IP_SIMII_10,A second son kind of person. Lives in the shadows of greater men.,Un genre de second fils. Il vit dans l'ombre de plus grands hommes.,Un genre de second fils. Il vit dans l'ombre de plus grands hommes.
IP_SIMII_15,"Follows the Azgal way not due to choice, but due to indoctrination and tradition. He wants to live up to someone. His father? A patriarch?","Il suit la voie d'Azgal non par choix, mais par endoctrinement et tradition. Il veut être à la hauteur de quelqu'un. Son père ? Un patriarche ?","Il suit la voie d'Azgal non par choix, mais par endoctrinement et tradition. Il veut être à la hauteur de quelqu'un. Son père ? Un patriarche ?"
IP_SIMII_20,"Simii, the right hand man of Alfoz, wants to be his own man but simply cannot. Not just his own skin, but those who depend on him and his eternal devotion as well.

It's painfully difficult to dislike him.
","Simii, le bras droit d'Alfoz, veut être son propre homme mais n'y parvient tout simplement pas. Pas seulement à cause de sa propre peau, mais aussi à cause de ceux qui dépendent de lui et de sa dévotion éternelle. Il est douloureusement difficile de ne pas l'aimer.","Simii, le bras droit d'Alfoz, veut être son propre homme mais n'y parvient tout simplement pas. Pas seulement à cause de sa propre peau, mais aussi à cause de ceux qui dépendent de lui et de sa dévotion éternelle. Il est douloureusement difficile de ne pas l'aimer."
IP_SMARTER_5_INT,Not so much.,Pas tant que ça.,Pas tant que ça.
IP_SMARTER_10,A crazed kleptomaniac of a goblin. He needs help. Professional help.,Un gobelin kleptomane enragé. Il a besoin d'aide. D'une aide professionnelle.,Un gobelin kleptomane enragé. Il a besoin d'aide. D'une aide professionnelle.
IP_SMARTER_15,Be careful with him. This is not a typical example of a goblin. This is an extreme. A stereotype. A fable.,Sois prudent avec lui. Ce n'est pas un exemple typique de gobelin. C'est un extrême. Un stéréotype. Une fable.,Sois prudent avec lui. Ce n'est pas un exemple typique de gobelin. C'est un extrême. Un stéréotype. Une fable.
IP_SMARTER_20,"It's on a level where you seriously consider whether this foolish goblin is possessed by some spirit, some divine spark of a trickster god. But the kind of god that would trick his avatar into becoming the useless thief you could possibly imagine.

Stranger things have happened.","C'est à un niveau où tu te demandes sérieusement si ce gobelin stupide n'est pas possédé par un esprit, une étincelle divine d'un dieu farceur. Mais le genre de dieu qui tromperait son avatar pour en faire le voleur le plus inutile que tu puisses imaginer. Des choses plus étranges sont arrivées.","C'est à un niveau où tu te demandes sérieusement si ce gobelin stupide n'est pas possédé par un esprit, une étincelle divine d'un dieu farceur. Mais le genre de dieu qui tromperait son avatar pour en faire le voleur le plus inutile que tu puisses imaginer. Des choses plus étranges sont arrivées."
IP_SNELL_5_DEX,This goblin gets shit done. No matter the odds.,Ce gobelin fait avancer les choses. Peu importe les chances.,Ce gobelin fait avancer les choses. Peu importe les chances.
IP_SNELL_10,"Highly competent, but with a craving of validation. Just look at the way he dresses himself!","Très compétent, mais avide de validation. Regarde seulement la façon dont il s'habille !","Très compétent, mais avide de validation. Regarde seulement la façon dont il s'habille !"
IP_SNELL_15,"He doesn't work for himself, or any ideal. This goblin devotes his life for his 'lady', no different from a religious nut.","Il ne travaille ni pour lui-même, ni pour un idéal. Ce gobelin consacre sa vie à sa « dame », pas différemment d'un fanatique religieux.","Il ne travaille ni pour lui-même, ni pour un idéal. Ce gobelin consacre sa vie à sa « dame », pas différemment d'un fanatique religieux."
IP_SNELL_20,"A lone wolf. Cares too much, won't let anyone close. Old trauma? Got rejected? Family trouble? Who knows.","Un loup solitaire. Il tient trop aux choses, ne laisse personne approcher. Vieux trauma ? Rejet amoureux ? Problèmes de famille ? Qui sait.","Un loup solitaire. Il tient trop aux choses, ne laisse personne approcher. Vieux trauma ? Rejet amoureux ? Problèmes de famille ? Qui sait."
IP_SNELL_25,"Huh. Alright, so- it's not really a tragic backstory, but you get it now. He's a <i>yearner</i>. The type to hopelessly throw himself into his work for the sake of some greater good. An idealist. A <i>romantic</i>. In the most goblin sense of the word.","Hein. D'accord, donc... ce n'est pas vraiment une histoire tragique, mais tu comprends maintenant. C'est un <i>aspirant</i>. Le genre à se jeter désespérément dans son travail au nom d'un bien supérieur. Un idéaliste. Un <i>romantique</i>. Dans le sens le plus gobelin du terme.","Hein. D'accord, donc... ce n'est pas vraiment une histoire tragique, mais tu comprends maintenant. C'est un <i>aspirant</i>. Le genre à se jeter désespérément dans son travail au nom d'un bien supérieur. Un idéaliste. Un <i>romantique</i>. Dans le sens le plus gobelin du terme."
IP_SNELL_30,"Self-sacrificing. Dreaming. There's a twinkle in his eyes you catch sometimes. A String attached to a destiny, one with few frays. Maybe you could trust him. Maybe he could be a... you know.

<i>A friend.</i>","Prêt au sacrifice. Rêveur. Il y a parfois une étincelle dans ses yeux que tu remarques. Un Fil attaché à un destin, avec peu d'effilochures. Peut-être pourrais-tu lui faire confiance. Peut-être pourrait-il être un... tu sais. <i>Un ami.</i>","Prêt au sacrifice. Rêveur. Il y a parfois une étincelle dans ses yeux que tu remarques. Un Fil attaché à un destin, avec peu d'effilochures. Peut-être pourrais-tu lui faire confiance. Peut-être pourrait-il être un... tu sais. <i>Un ami.</i>"
IP_SNURRE_5_INT,A scholar of the Fordnip Commonwealth. A man working out of a hole in the wall.,Un érudit du Commonwealth de Fordnip. Un homme qui travaille depuis un trou dans le mur.,Un érudit du Commonwealth de Fordnip. Un homme qui travaille depuis un trou dans le mur.
IP_SNURRE_10,"This is the type of man who knows exactly where he is going, and is simply going there very slowly and deliberately. He knows his expertise. His moves are calculated. His journey long.","C'est le genre d'homme qui sait exactement où il va, et qui y va simplement très lentement et méthodiquement. Il connaît son expertise. Ses mouvements sont calculés. Son voyage est long.","C'est le genre d'homme qui sait exactement où il va, et qui y va simplement très lentement et méthodiquement. Il connaît son expertise. Ses mouvements sont calculés. Son voyage est long."
IP_SNURRE_15,"The esoteric is closely tied with scholarly arts. In the old days no distinction between the two was made. But today, in this modern world, his side is all but winning.","L'ésotérique est étroitement lié aux arts savants. Dans l'ancien temps, on ne faisait aucune distinction entre les deux. Mais aujourd'hui, dans ce monde moderne, son camp est presque en train de gagner.","L'ésotérique est étroitement lié aux arts savants. Dans l'ancien temps, on ne faisait aucune distinction entre les deux. Mais aujourd'hui, dans ce monde moderne, son camp est presque en train de gagner."
IP_SNURRE_20,"You have spent quite some time reading up on his art. It is interesting. Research is the first step to grounded spellcasting after all. But beyond this facade as a dispenser of knowledge, this halfling is also searching for answers to his own questions - namely, what is the nature of power? Politics? The Golden Line?","Tu as passé pas mal de temps à lire sur son art. C'est intéressant. La recherche est après tout la première étape d'un lancement de sorts bien ancré. Mais au-delà de cette façade de distributeur de savoir, ce halfelin cherche aussi des réponses à ses propres questions, à savoir : quelle est la nature du pouvoir ? De la politique ? De la Ligne dorée ?","Tu as passé pas mal de temps à lire sur son art. C'est intéressant. La recherche est après tout la première étape d'un lancement de sorts bien ancré. Mais au-delà de cette façade de distributeur de savoir, ce halfelin cherche aussi des réponses à ses propres questions, à savoir : quelle est la nature du pouvoir ? De la politique ? De la Ligne dorée ?"
IP_STEN_5_CON,A boy named after the dwarven word for 'rock'.,Un garçon nommé d'après le mot nain pour « pierre ».,Un garçon nommé d'après le mot nain pour « pierre ».
IP_STEN_10,He likes his friends. They're his only friends.,Il aime ses amis. Ce sont ses seuls amis.,Il aime ses amis. Ce sont ses seuls amis.
IP_STEN_15,"He does have some semblance of opinions around life and love and this city. Yet they are not formulated, nor is he verbose enough to express them properly.","Il a bien un semblant d'opinions sur la vie, l'amour et cette ville. Pourtant, elles ne sont pas formulées, et il n'est pas assez éloquent pour les exprimer correctement.","Il a bien un semblant d'opinions sur la vie, l'amour et cette ville. Pourtant, elles ne sont pas formulées, et il n'est pas assez éloquent pour les exprimer correctement."
IP_STEN_20,He is happy to be here. Truly. This boy is probably the happiest man you have ever met in your entire life.,Il est heureux d'être ici. Vraiment. Ce garçon est probablement l'homme le plus heureux que tu aies jamais rencontré de toute ta vie.,Il est heureux d'être ici. Vraiment. Ce garçon est probablement l'homme le plus heureux que tu aies jamais rencontré de toute ta vie.
IP_THAL_5_WIS,Oppressive?,Oppressif ?,Oppressif ?
IP_THAL_10,"He is a good landlord. He takes care of his tenants. He makes sure there is a decent amount of service being done, maintenance, safety checkups. He is nowhere near the worst landlord in Tolstad alone.","C'est un bon propriétaire. Il prend soin de ses locataires. Il s'assure qu'il y ait un niveau décent de service, d'entretien, de contrôles de sécurité. Il est loin d'être le pire propriétaire de Tolstad seulement.","C'est un bon propriétaire. Il prend soin de ses locataires. Il s'assure qu'il y ait un niveau décent de service, d'entretien, de contrôles de sécurité. Il est loin d'être le pire propriétaire de Tolstad seulement."
IP_THAL_15,"Yet he holds the key to shelter, one of the pillars in the hierarchy of needs. There is something inherently oppressive about playing into the system. To profit within it, to a senseless degree.

It is unearned wealth. ","Pourtant, il détient la clé de l'abri, l'un des piliers de la hiérarchie des besoins. Il y a quelque chose d'intrinsèquement oppressif à jouer le jeu du système. À en profiter, à un degré insensé. C'est une richesse non méritée.","Pourtant, il détient la clé de l'abri, l'un des piliers de la hiérarchie des besoins. Il y a quelque chose d'intrinsèquement oppressif à jouer le jeu du système. À en profiter, à un degré insensé. C'est une richesse non méritée."
IP_THAL_20,Yet he is but a person in the system. Should we limit a private citizen's ability to leverage his investments for profits? Should the free market dictate how and where folk get to live? Is this merman a bad person for playing his hand in a world built upon the whims of Capital? You do not know. But everyone has an opinion.,"Pourtant, il n'est qu'une personne dans le système. Devrions-nous limiter la capacité d'un citoyen privé à exploiter ses investissements pour en tirer profit ? Le marché libre devrait-il décider comment et où les peuples peuvent vivre ? Cet homme-poisson est-il une mauvaise personne parce qu'il joue la main qu'on lui a donnée dans un monde bâti sur les caprices du Capital ? Tu ne le sais pas. Mais tout le monde a une opinion.","Pourtant, il n'est qu'une personne dans le système. Devrions-nous limiter la capacité d'un citoyen privé à exploiter ses investissements pour en tirer profit ? Le marché libre devrait-il décider comment et où les peuples peuvent vivre ? Cet homme-poisson est-il une mauvaise personne parce qu'il joue la main qu'on lui a donnée dans un monde bâti sur les caprices du Capital ? Tu ne le sais pas. Mais tout le monde a une opinion."
IP_TOLI_5_CHA,He's the silent type.,C'est le type silencieux.,C'est le type silencieux.
IP_TOLI_10,He thinks before he speaks. He also thinks he's very cool because of this behavior.,Il réfléchit avant de parler. Il pense aussi qu'il est très cool à cause de ce comportement.,Il réfléchit avant de parler. Il pense aussi qu'il est très cool à cause de ce comportement.
IP_TOLI_15,"There's an air of superiority in his body language, in his speech, in his <i>tone</i>. He thinks he's above it all. Even his friends. Hopefully he'll stop thinking such things before it bites him in the ass.","Il y a un air de supériorité dans son langage corporel, dans sa parole, dans son <i>ton</i>. Il pense être au-dessus de tout ça. Même de ses amis. Espérons qu'il cessera de penser ainsi avant que ça lui revienne dans la figure.","Il y a un air de supériorité dans son langage corporel, dans sa parole, dans son <i>ton</i>. Il pense être au-dessus de tout ça. Même de ses amis. Espérons qu'il cessera de penser ainsi avant que ça lui revienne dans la figure."
IP_TOLI_20,"Hm. No, he won't. In the direst of times, this kid will be the first one to lean upon his brothers. He's learned to eat that EGO of his when he has to. That's good. A man is made by the toil of his peers. Nothing more, nothing less.","Hm. Non, il ne le fera pas. Dans les moments les plus terribles, ce gamin sera le premier à s'appuyer sur ses frères. Il a appris à ravaler son EGO quand il le faut. C'est bien. Un homme est fait par le labeur de ses pairs. Rien de plus, rien de moins.","Hm. Non, il ne le fera pas. Dans les moments les plus terribles, ce gamin sera le premier à s'appuyer sur ses frères. Il a appris à ravaler son EGO quand il le faut. C'est bien. Un homme est fait par le labeur de ses pairs. Rien de plus, rien de moins."
IP_URTH_5_STR,A cobbler.,Un cordonnier.,Un cordonnier.
IP_URTH_10,There's a sadness in his voice. The type born from years of watching your children go astray.,Il y a une tristesse dans sa voix. Le genre qui naît d'années passées à voir tes enfants s'égarer.,Il y a une tristesse dans sa voix. Le genre qui naît d'années passées à voir tes enfants s'égarer.
IP_URTH_15,You do not believe what he is showing you. Yet you do not wish to even entertain the thought of dismissing the image of his kind smile.,"Tu ne crois pas ce qu'il te montre. Pourtant, tu ne veux même pas envisager l'idée de rejeter l'image de son gentil sourire.","Tu ne crois pas ce qu'il te montre. Pourtant, tu ne veux même pas envisager l'idée de rejeter l'image de son gentil sourire."
IP_URTH_20,You will serve him until the day you die.,Tu le serviras jusqu'au jour de ta mort.,Tu le serviras jusqu'au jour de ta mort.
IP_NISSE_5_DEX,"This is a shitty kid. But kind of fun, too.",C'est un sale gamin. Mais plutôt amusant aussi.,C'est un sale gamin. Mais plutôt amusant aussi.
IP_NISSE_10,"If he was your peer growing up, he'd be one of those fucking bullies. That's not really a massive negative on his part- pretty much every well-adjusted kid bullied you.","S'il avait été de ton âge quand tu grandissais, il aurait été un de ces foutus harceleurs. Ce n'est pas vraiment un énorme point négatif pour lui : à peu près tous les gamins bien adaptés t'ont harcelé.","S'il avait été de ton âge quand tu grandissais, il aurait été un de ces foutus harceleurs. Ce n'est pas vraiment un énorme point négatif pour lui : à peu près tous les gamins bien adaptés t'ont harcelé."
IP_NISSE_15,"But he's got some conscience growing inside that skull of his. If he is surrounded by good men, he will turn out fine. If he is surrounded by evil, that is what his life will build.  ","Mais il a une conscience qui pousse quelque part dans son crâne. S'il est entouré de bons hommes, il tournera bien. S'il est entouré par le mal, c'est ce que sa vie bâtira.","Mais il a une conscience qui pousse quelque part dans son crâne. S'il est entouré de bons hommes, il tournera bien. S'il est entouré par le mal, c'est ce que sa vie bâtira."
IP_NISSE_20,"He has talent. Not like yours, gods no, but talent nonetheless. You need to push him towards clericship. Or at the very least some type of path of wizardry. Without it, he will surely end up hurting someone. With it, he might still hurt people, but only in the name of the law.","Il a du talent. Pas comme le tien, dieux non, mais du talent tout de même. Tu dois le pousser vers la cléricature. Ou au moins vers une sorte de voie magique. Sans cela, il finira sûrement par blesser quelqu'un. Avec cela, il pourrait encore blesser des gens, mais seulement au nom de la loi.","Il a du talent. Pas comme le tien, dieux non, mais du talent tout de même. Tu dois le pousser vers la cléricature. Ou au moins vers une sorte de voie magique. Sans cela, il finira sûrement par blesser quelqu'un. Avec cela, il pourrait encore blesser des gens, mais seulement au nom de la loi."
IP_VIIRA_5_STR,A traveller. She is not settled here.,Une voyageuse. Elle n'est pas installée ici.,Une voyageuse. Elle n'est pas installée ici.
IP_VIIRA_10,Her belief is weak. She does not use it. Her religion is power.,"Sa croyance est faible. Elle ne s'en sert pas. Sa religion, c'est le pouvoir.","Sa croyance est faible. Elle ne s'en sert pas. Sa religion, c'est le pouvoir."
IP_VIIRA_15,"Is she evil? No. Perhaps an arbitrary arm of an institution, but no mere puppet.","Est-elle mauvaise ? Non. Peut-être le bras arbitraire d'une institution, mais pas une simple marionnette.","Est-elle mauvaise ? Non. Peut-être le bras arbitraire d'une institution, mais pas une simple marionnette."
IP_VIIRA_20,Nothing you can say will sway her. She will play you until the end.,Rien de ce que tu diras ne la fera changer. Elle te jouera jusqu'à la fin.,Rien de ce que tu diras ne la fera changer. Elle te jouera jusqu'à la fin.
IP_VISKEN_5_INT,The pale man handles corpses in a basement. A typical self-employed city contractor.,L'homme pâle manipule des cadavres dans une cave. Un entrepreneur indépendant urbain typique.,L'homme pâle manipule des cadavres dans une cave. Un entrepreneur indépendant urbain typique.
IP_VISKEN_10,You remember hearing about this man. He used to be a dentist and a surgeon.,Tu te souviens avoir entendu parler de cet homme. Il était autrefois dentiste et chirurgien.,Tu te souviens avoir entendu parler de cet homme. Il était autrefois dentiste et chirurgien.
IP_VISKEN_15,"His study into the magical realm is immense. Far beyond your capabilities. Some of these texts he surrounds himself with would suggest he can cast fifth or even sixth level spells. Couldn't be higher, could it?","Son étude du royaume magique est immense. Bien au-delà de tes capacités. Certains des textes qui l'entourent suggèrent qu'il peut lancer des sorts de cinquième, voire de sixième niveau. Pas plus haut, si ?","Son étude du royaume magique est immense. Bien au-delà de tes capacités. Certains des textes qui l'entourent suggèrent qu'il peut lancer des sorts de cinquième, voire de sixième niveau. Pas plus haut, si ?"
