ID,ENGLISH,CHINESE,GERMAN,SPANISH,FRENCH
Quest_41_2,"Nearly la Ménestrelle possède une glorieuse couronne de fleurs. Elle doit être à vous.

<b>Mettez la main sur la Couronne de Fleurs.</b>",,,,"Nearly la Ménestrelle possède une glorieuse couronne de fleurs. Elle doit être à vous.

<b>Mettez la main sur la Couronne de Fleurs.</b>"
Quest_41_3,Nearly vous a demandé de l'aider à obtenir une prolongation de loyer auprès de Dame Sageleaf. Aïe.,,,,Nearly vous a demandé de l'aider à obtenir une prolongation de loyer auprès de Dame Sageleaf. Aïe.
Quest_41_4,Vous avez obtenu la couronne de fleurs. Vous pouvez maintenant la porter et vous sentir en paix avec la nature.,,,,Vous avez obtenu la couronne de fleurs. Vous pouvez maintenant la porter et vous sentir en paix avec la nature.
Quest_41_5,Vous avez obtenu la prolongation de loyer pour Nearly. Elle était très heureuse. Vous pouvez maintenant recevoir votre couronne de fleurs avec une conscience merveilleusement tranquille.,,,,Vous avez obtenu la prolongation de loyer pour Nearly. Elle était très heureuse. Vous pouvez maintenant recevoir votre couronne de fleurs avec une conscience merveilleusement tranquille.
Quest_42_1,Trois cents pièces,,,,Trois cents pièces
Quest_42_2,"Vous avez rencontré un corps dans la Lichhouse. Il semble frais et prêt pour une Revivification. Mais le ramener coûterait pas mal d'argent, presque un mois de loyer !",,,,"Vous avez rencontré un corps dans la Lichhouse. Il semble frais et prêt pour une Revivification. Mais le ramener coûterait pas mal d'argent, presque un mois de loyer !"
Quest_42_3,"Vous avez réussi à ramener le vieil homme. Il a surtout semblé agacé par vous, puis il est parti sans même vous remercier.",,,,"Vous avez réussi à ramener le vieil homme. Il a surtout semblé agacé par vous, puis il est parti sans même vous remercier."
Quest_42_4,"Il s'avère que l'homme était le père de Rollo et Arn. Ils ont été contactés par lui après sa résurrection, mais ils sont partis de leur côté.",,,,"Il s'avère que l'homme était le père de Rollo et Arn. Ils ont été contactés par lui après sa résurrection, mais ils sont partis de leur côté."
,,,,,
Quest_43_1,Une énigme facile,,,,Une énigme facile
Quest_43_2,"Le sphinx ivre du Drunk Sphinx vous a proposé une autre énigme : si vous la résolvez, vous obtiendrez accès à son coffre. Êtes-vous à la hauteur ?",,,,"Le sphinx ivre du Drunk Sphinx vous a proposé une autre énigme : si vous la résolvez, vous obtiendrez accès à son coffre. Êtes-vous à la hauteur ?"
Quest_43_3,Le sphinx laisse entendre que la seule façon de résoudre son énigme est d'accomplir une certaine action. Quelque chose au-delà du simple <i>dialogue</i>...,,,,Le sphinx laisse entendre que la seule façon de résoudre son énigme est d'accomplir une certaine action. Quelque chose au-delà du simple <i>dialogue</i>...
Quest_43_4,"Vous avez déverrouillé la porte du coffre derrière le sphinx. C'était plutôt facile, non ? Mais maintenant... qu'y a-t-il à l'intérieur ?",,,,"Vous avez déverrouillé la porte du coffre derrière le sphinx. C'était plutôt facile, non ? Mais maintenant... qu'y a-t-il à l'intérieur ?"
Quest_43_5,"Vous avez recu le Jeu de cartes merveilleuses dans le coffre. Interessant, hein ? Peut-etre devriez-vous tirer une carte ou deux. Ou peut-etre pas.",,,,"Vous avez recu le Jeu de cartes merveilleuses dans le coffre. Interessant, hein ? Peut-etre devriez-vous tirer une carte ou deux. Ou peut-etre pas."
,,,,,
Quest_44_1,La 6e édition perdue,,,,La 6e édition perdue
Quest_44_2,"Sch. Snurre Appledent vous a chargé de récupérer un rare exemplaire du <i>Livre de l'Esprit</i> de Cividix, qui se trouverait quelque part dans les donjons de la Ville d'En Bas.",,,,"Sch. Snurre Appledent vous a chargé de récupérer un rare exemplaire du <i>Livre de l'Esprit</i> de Cividix, qui se trouverait quelque part dans les donjons de la Ville d'En Bas."
Quest_44_3,"Vous avez rencontré la Bibliothèque Vivante et récupéré ce livre rare sur ses étagères. C'est un puissant tome magique, mais Snurre vous laissera le garder. Il veut simplement copier l'avant-propos.",,,,"Vous avez rencontré la Bibliothèque Vivante et récupéré ce livre rare sur ses étagères. C'est un puissant tome magique, mais Snurre vous laissera le garder. Il veut simplement copier l'avant-propos."
Quest_44_4,"Alors que Snurre tentait de copier l'avant-propos, l'esprit de Cividix lui-même, invoqué ésotériquement, est devenu presque corporel. Mais vous avez géré. Vous avez été un peu possédé, mais vous avez géré, ce qui lui a permis de copier l'avant-propos et d'acquérir une grande compréhension des secrets de Cividix.",,,,"Alors que Snurre tentait de copier l'avant-propos, l'esprit de Cividix lui-même, invoqué ésotériquement, est devenu presque corporel. Mais vous avez géré. Vous avez été un peu possédé, mais vous avez géré, ce qui lui a permis de copier l'avant-propos et d'acquérir une grande compréhension des secrets de Cividix."
Quest_44_5,"Alors que Snurre tentait de copier l'avant-propos, l'esprit de Cividix lui-même, invoqué ésotériquement, est devenu presque corporel, possédant Snurre dans le processus. Il a fini par être exorcisé, et a réussi à copier l'avant-propos tout en acquérant une grande compréhension des secrets de Cividix.",,,,"Alors que Snurre tentait de copier l'avant-propos, l'esprit de Cividix lui-même, invoqué ésotériquement, est devenu presque corporel, possédant Snurre dans le processus. Il a fini par être exorcisé, et a réussi à copier l'avant-propos tout en acquérant une grande compréhension des secrets de Cividix."
