ID,ResponseAS,Tags,DC,ENGLISH,GERMAN,FRENCH
381,INT,Religion,9,"Patriarche - rang clérical suprême à Norvik. À ne pas confondre avec Seigneur Patriarche, le chef administratif traditionnel de la ville. Seule une douzaine d'hommes portent actuellement ce rang. Chacun gère une section de clercs aux Tours.",,"Patriarche - rang clérical suprême à Norvik. À ne pas confondre avec Seigneur Patriarche, le chef administratif traditionnel de la ville. Seule une douzaine d'hommes portent actuellement ce rang. Chacun gère une section de clercs aux Tours."
382,CHA,Esoterics,8,"Conneries ésotériques - quand la magie bizarre et instable autour de la Côte de Jor rend les choses un peu trop absurdes, les gens ont tendance à dire ça.",,"Conneries ésotériques - quand la magie bizarre et instable autour de la Côte de Jor rend les choses un peu trop absurdes, les gens ont tendance à dire ça."
383,INT,Esoterics,14,"Nothic - créature aberrante tristement célèbre. On dit qu'elle naît lorsqu'un magicien tombe trop profondément dans le terrier du savoir interdit. C'est-à-dire que le magicien devient la créature. Pas joli à voir, paraît-il.",,"Nothic - créature aberrante tristement célèbre. On dit qu'elle naît lorsqu'un magicien tombe trop profondément dans le terrier du savoir interdit. C'est-à-dire que le magicien devient la créature. Pas joli à voir, paraît-il."
384,INT,History,10,"Johnny Longneck - tristement célèbre capitaine pirate de l'Ère arcanique. Il possédait un dirigeable capable de rançonner la sécurité de villes entières, nommé le Greenroc. Le vaisseau, ainsi que son capitaine, disparurent dans les Désolations du Vieux Diminor vers l'an 200 EA.",,"Johnny Longneck - tristement célèbre capitaine pirate de l'Ère arcanique. Il possédait un dirigeable capable de rançonner la sécurité de villes entières, nommé le Greenroc. Le vaisseau, ainsi que son capitaine, disparurent dans les Désolations du Vieux Diminor vers l'an 200 EA."
385,CHA,History,14,Johnny Longneck - une de ces légendes de pirates. Beaucoup d'aventuriers cherchent son vaisseau et son « tombeau » dans les Désolations reedsiennes.,,Johnny Longneck - une de ces légendes de pirates. Beaucoup d'aventuriers cherchent son vaisseau et son « tombeau » dans les Désolations reedsiennes.
386,INT,Esoterics,7,"Lune - la lumière de la nuit. La grande source de pouvoir qui traverse seule le ciel nocturne. Sa couleur et son mouvement changent dans chaque bande. En Askanii, elle est bleu pâle et reste dans le ciel bien plus longtemps qu'ailleurs.",,"Lune - la lumière de la nuit. La grande source de pouvoir qui traverse seule le ciel nocturne. Sa couleur et son mouvement changent dans chaque bande. En Askanii, elle est bleu pâle et reste dans le ciel bien plus longtemps qu'ailleurs."
387,INT,Esoterics,6,"Soleil - la lumière du jour. La grande source de pouvoir qui traverse seule le ciel pendant la journée. Il suit un modèle de mouvement différent dans chaque bande, avec des intensités variables. En Askanii, il est petit et se déplace vite.",,"Soleil - la lumière du jour. La grande source de pouvoir qui traverse seule le ciel pendant la journée. Il suit un modèle de mouvement différent dans chaque bande, avec des intensités variables. En Askanii, il est petit et se déplace vite."
388,INT,Folk,14,"Loxorii - peuple-éléphant. Connu pour sa taille massive et sa capacité à continuer de grandir toute sa vie. En tant que demi-célestes, la plupart vivent en Divinii Torum et à Ym. Certains migrent toutefois paisiblement vers les vallées des pics de Vyz-Kha depuis leur terre natale de Girikut. Les nains entretiennent généralement d'excellentes relations avec eux.",,"Loxorii - peuple-éléphant. Connu pour sa taille massive et sa capacité à continuer de grandir toute sa vie. En tant que demi-célestes, la plupart vivent en Divinii Torum et à Ym. Certains migrent toutefois paisiblement vers les vallées des pics de Vyz-Kha depuis leur terre natale de Girikut. Les nains entretiennent généralement d'excellentes relations avec eux."
389,WIS,Geography,14,"Girikut - terre centrale nomade des Loxorii. Une montagne blanche avec, à son sommet, une vallée en forme de bol large de plusieurs milles. On dit que tous les Loxorii s'y rendent une fois dans leur longue vie.",,"Girikut - terre centrale nomade des Loxorii. Une montagne blanche avec, à son sommet, une vallée en forme de bol large de plusieurs milles. On dit que tous les Loxorii s'y rendent une fois dans leur longue vie."
390,,,,,,
391,INT,Folk,12,"Minotaure - terme courant pour les peuples bovins. Peuple rare sur la Côte, surtout présent en Hae'Xi et dans le Vourgeni intérieur.",,"Minotaure - terme courant pour les peuples bovins. Peuple rare sur la Côte, surtout présent en Hae'Xi et dans le Vourgeni intérieur."
392,INT,Folk,15,"Crocodilus - rare peuple sentient, principalement rencontré dans les marécages de Hae'Xi. Extrêmement mortel. Prudence.",,"Crocodilus - rare peuple sentient, principalement rencontré dans les marécages de Hae'Xi. Extrêmement mortel. Prudence."
393,INT,Esoterics,10,"Cube gélatineux - vase cubique sans esprit mais dangereuse. Presque impossible à repérer à cause de sa nature translucide, elle digère tout ce qui passe à sa portée avec une substance horriblement acide. On la trouve souvent dans les donjons, où elle sert à la fois de garde et d'équipe de nettoyage.",,"Cube gélatineux - vase cubique sans esprit mais dangereuse. Presque impossible à repérer à cause de sa nature translucide, elle digère tout ce qui passe à sa portée avec une substance horriblement acide. On la trouve souvent dans les donjons, où elle sert à la fois de garde et d'équipe de nettoyage."
394,CHA,"Language, EM",8,Cube - argot pour Cube gélatineux.,,Cube - argot pour Cube gélatineux.
395,CHA,Language,6,Appleskrutt - argot nain pour « trognon de pomme ».,,Appleskrutt - argot nain pour « trognon de pomme ».
396,CHA,"Literature, EM",17,"Chaleur - obscure nouvelle au sujet d'une révolutionnaire reedsienne qui tombe amoureuse de son domestique, Steve.",,"Chaleur - obscure nouvelle au sujet d'une révolutionnaire reedsienne qui tombe amoureuse de son domestique, Steve."
397,INT,Spells,10,"Détection du poison et des maladies - sort de divination de premier niveau. Il permet à l'utilisateur de remarquer les substances dangereuses, à l'intérieur comme à l'extérieur du corps. Souvent utilisé par les guérisseurs, ainsi que par les gardes du corps.",,"Détection du poison et des maladies - sort de divination de premier niveau. Il permet à l'utilisateur de remarquer les substances dangereuses, à l'intérieur comme à l'extérieur du corps. Souvent utilisé par les guérisseurs, ainsi que par les gardes du corps."
398,CHA,"Language, Literature",12,"Le temps nous emporte tous - réplique classique de la pièce « Tysseus », au sujet d'un homme-poisson qui décide de nager autour de la Côte. Certains la jugent intolérante, car elle ne représente pas la culture des peuples aquatiques avec la moindre exactitude. Mais bon sang, qu'est-ce que c'est drôle !",,"Le temps nous emporte tous - réplique classique de la pièce « Tysseus », au sujet d'un homme-poisson qui décide de nager autour de la Côte. Certains la jugent intolérante, car elle ne représente pas la culture des peuples aquatiques avec la moindre exactitude. Mais bon sang, qu'est-ce que c'est drôle !"
399,CHA,Language,15,Sloppy toppy - argot un peu vieilli pour désigner le sexe oral.,,Sloppy toppy - argot un peu vieilli pour désigner le sexe oral.
400,STR,Politics,5,"Seigneur Gorm - le dernier paladin oint d'Urth. L'un des premiers visages du Parti de Norvik. Il a disparu il y a des mois, et beaucoup pensent qu'il a abandonné son poste.",,"Seigneur Gorm - le dernier paladin oint d'Urth. L'un des premiers visages du Parti de Norvik. Il a disparu il y a des mois, et beaucoup pensent qu'il a abandonné son poste."
401,INT,Esoterics,10,"Zombie d'énergie - créature morte-vivante infusée d'ésotérisme, plus proche d'un fantôme que d'un zombie ordinaire. Ils sont généralement inoffensifs, à part le fait qu'ils drainent lentement les gens jusqu'à l'épuisement. Courants dans le Vieux Mur de la ville.",,"Zombie d'énergie - créature morte-vivante infusée d'ésotérisme, plus proche d'un fantôme que d'un zombie ordinaire. Ils sont généralement inoffensifs, à part le fait qu'ils drainent lentement les gens jusqu'à l'épuisement. Courants dans le Vieux Mur de la ville."
402,INT,History,9,"Guerre des Portails - conflit légendaire entre les Bêtes de Jor, les dieux originels, et les nombreux autres qui tentèrent de s'emparer de Jor vers la fin de l'Ère des Portails. Nous savons peu de choses sur ce conflit, mais il mena à la fermeture des Portails et inaugura l'Ère du Déclin.",,"Guerre des Portails - conflit légendaire entre les Bêtes de Jor, les dieux originels, et les nombreux autres qui tentèrent de s'emparer de Jor vers la fin de l'Ère des Portails. Nous savons peu de choses sur ce conflit, mais il mena à la fermeture des Portails et inaugura l'Ère du Déclin."
403,WIS,Spells,8,Soins des blessures - sort d'abjuration/nécromancie/évocation de niveau 1. Il soigne une cible.,,Soins des blessures - sort d'abjuration/nécromancie/évocation de niveau 1. Il soigne une cible.
404,INT,"History, Literature",16,Ordre sanglant de Doug - texte légendaire écrit dans le sang du Tueur de Drake lui-même. Il fut remis à ses treize commandants sur son lit de mort. Seuls cinq exemplaires se trouvent aujourd'hui dans des collections connues.,,Ordre sanglant de Doug - texte légendaire écrit dans le sang du Tueur de Drake lui-même. Il fut remis à ses treize commandants sur son lit de mort. Seuls cinq exemplaires se trouvent aujourd'hui dans des collections connues.
405,CHA,Language,9,Belle-mère maudite - argot nain pour belle-mère.,,Belle-mère maudite - argot nain pour belle-mère.
406,CHA,Language,10,"Halfways - abréviation de HWBT, la Tribu du Pont-À-Mi-Chemin.",,"Halfways - abréviation de HWBT, la Tribu du Pont-À-Mi-Chemin."
407,CHA,Language,9,OACN - personne ne dit ça.,,OACN - personne ne dit ça.
408,INT,Esoterics,10,"Diable - fiélon loyal mauvais. Ce sont des avocats, des marchands d'âmes, et soit le type de dirigeants le plus efficace, soit le pire genre de cadres intermédiaires. Leur nombre diminue ces temps-ci, mais dans la Baie de Bloodcity, ils règnent encore sans partage.",,"Diable - fiélon loyal mauvais. Ce sont des avocats, des marchands d'âmes, et soit le type de dirigeants le plus efficace, soit le pire genre de cadres intermédiaires. Leur nombre diminue ces temps-ci, mais dans la Baie de Bloodcity, ils règnent encore sans partage."
409,INT,Esoterics,10,Démon - fiélon chaotique mauvais. Ce sont surtout des monstres assoiffés de sang et des barbares fous de rage tombés hors de Hae'Xi. Mais certains de leurs rejetons plus civilisés règnent bel et bien dans les cités et royaumes autour de la Gueule sans fin.,,Démon - fiélon chaotique mauvais. Ce sont surtout des monstres assoiffés de sang et des barbares fous de rage tombés hors de Hae'Xi. Mais certains de leurs rejetons plus civilisés règnent bel et bien dans les cités et royaumes autour de la Gueule sans fin.
410,WIS,History,11,"Ère des Portails - la première des cinq ères. Celle où Jor façonna son royaume, et où les dieux combattirent pour y apporter l'ordre. Ce fut la Guerre des Portails.",,"Ère des Portails - la première des cinq ères. Celle où Jor façonna son royaume, et où les dieux combattirent pour y apporter l'ordre. Ce fut la Guerre des Portails."
411,WIS,History,10,"Ère du Déclin - la deuxième des cinq ères. Celle où Jor se tut, et où les antiques terreurs furent peu à peu remplacées par ceux qui commandent aujourd'hui. C'est à cette époque que les humains arrivèrent pour la première fois, par exemple.",,"Ère du Déclin - la deuxième des cinq ères. Celle où Jor se tut, et où les antiques terreurs furent peu à peu remplacées par ceux qui commandent aujourd'hui. C'est à cette époque que les humains arrivèrent pour la première fois, par exemple."
412,WIS,History,9,"Ère divine - la troisième des cinq ères. Celle où les premiers dieux naquirent du peuple mortel, et où le pouvoir commença à tomber entièrement entre leurs mains merveilleuses et fragiles.",,"Ère divine - la troisième des cinq ères. Celle où les premiers dieux naquirent du peuple mortel, et où le pouvoir commença à tomber entièrement entre leurs mains merveilleuses et fragiles."
413,WIS,History,8,Ère arcanique - la quatrième des cinq ères. Celle où les arcanistes s'élevèrent et dominèrent toute la Côte. Avant de tomber quand la Guerre de la Côte réduisit leurs empires en poussière.,,Ère arcanique - la quatrième des cinq ères. Celle où les arcanistes s'élevèrent et dominèrent toute la Côte. Avant de tomber quand la Guerre de la Côte réduisit leurs empires en poussière.
414,WIS,History,7,"Ère d'après-guerre - la cinquième et actuelle ère. Elle n'a que 27 ans, mais beaucoup la voient comme une ère de réparation après la brutale Guerre de la Côte. Beaucoup suggèrent qu'elle sera une ère des idéologies, une lutte pour déterminer la prochaine force dominante de la Côte.",,"Ère d'après-guerre - la cinquième et actuelle ère. Elle n'a que 27 ans, mais beaucoup la voient comme une ère de réparation après la brutale Guerre de la Côte. Beaucoup suggèrent qu'elle sera une ère des idéologies, une lutte pour déterminer la prochaine force dominante de la Côte."
415,INT,History,10,"Ère - les savants modernes divisent l'histoire de Jor en cinq ères. Ils prennent comme points de départ des événements d'importance canonique, même si c'était plus facile quand les arcanistes du Vieux Diminor partageaient encore un consensus. Tout le monde n'est pas d'accord pour dire que la prétendue « Ère d'après-guerre » a même commencé, sans parler de son nom.",,"Ère - les savants modernes divisent l'histoire de Jor en cinq ères. Ils prennent comme points de départ des événements d'importance canonique, même si c'était plus facile quand les arcanistes du Vieux Diminor partageaient encore un consensus. Tout le monde n'est pas d'accord pour dire que la prétendue « Ère d'après-guerre » a même commencé, sans parler de son nom."
416,STR,Nature,8,"Grande Perche - créature marine draconique qu'on trouve le long de la Torna. Urth était connu pour apprivoiser ces créatures, et la Grande Perche devint finalement le symbole de sa grande cité.",,"Grande Perche - créature marine draconique qu'on trouve le long de la Torna. Urth était connu pour apprivoiser ces créatures, et la Grande Perche devint finalement le symbole de sa grande cité."
417,INT,Spells,19,"Mot de pouvoir : Ebb - l'un des Mots de pouvoir perdus. Son existence fait l'objet de théories savantes, centrées surtout sur la quête du dragon visant à dépasser Jor. La seule mention connue du mot, dans les journaux de Tisereldanour, indiquait un effet anti-magie.",,"Mot de pouvoir : Ebb - l'un des Mots de pouvoir perdus. Son existence fait l'objet de théories savantes, centrées surtout sur la quête du dragon visant à dépasser Jor. La seule mention connue du mot, dans les journaux de Tisereldanour, indiquait un effet anti-magie."
418,INT,Nature,14,"Électrum - ancien terme pour désigner le minerai d'ambre magique. Il n'est extrait qu'en trois lieux sur la Côte : les Terres des clans d'Askan, la Rivière dentue de Hae'Xi, et les Bois rocheux d'Ym.",,"Électrum - ancien terme pour désigner le minerai d'ambre magique. Il n'est extrait qu'en trois lieux sur la Côte : les Terres des clans d'Askan, la Rivière dentue de Hae'Xi, et les Bois rocheux d'Ym."
419,INT,Esoterics,14,Ambre - résine magique translucide à la faible lueur jaune. Elle sert souvent à stocker l'énergie ésotérique et constitue un matériau extrêmement précieux sur toute la Côte. Le terme technique est Électrum.,,Ambre - résine magique translucide à la faible lueur jaune. Elle sert souvent à stocker l'énergie ésotérique et constitue un matériau extrêmement précieux sur toute la Côte. Le terme technique est Électrum.
420,INT,City,8,"Guilde de dératisation - l'une des plus anciennes guildes de Norvik. Elle est censée tenir les monstres à distance et nettoyer toutes les bestioles indésirables de la ville. Ces temps-ci, elle croule tellement sous les demandes des citoyens et de la ville qu'elle a généralement des mois de retard.",,"Guilde de dératisation - l'une des plus anciennes guildes de Norvik. Elle est censée tenir les monstres à distance et nettoyer toutes les bestioles indésirables de la ville. Ces temps-ci, elle croule tellement sous les demandes des citoyens et de la ville qu'elle a généralement des mois de retard."
421,INT,City,7,"Chutes mouvantes - profonde partie caverneuse de la Cité d'En Bas, située sous les districts orientaux de Norvik. Elle descend jusqu'au Retournement gravitationnel, et c'est la seule partie découverte de la Cité d'En Bas à le faire. Connue pour ses cascades magiques et son architecture suspendue.",,"Chutes mouvantes - profonde partie caverneuse de la Cité d'En Bas, située sous les districts orientaux de Norvik. Elle descend jusqu'au Retournement gravitationnel, et c'est la seule partie découverte de la Cité d'En Bas à le faire. Connue pour ses cascades magiques et son architecture suspendue."
422,INT,City,9,"Temple de l'Eau - labyrinthe spiralé à moitié gelé et à moitié submergé dans la Cité d'En Bas. Situé sous l'embouchure de la Torna, il aspirerait une partie de l'eau du fleuve pour l'envoyer vers la Sous-Mer. Un temple similaire existerait au début du fleuve, loin à l'intérieur des terres, près des bords des Désolations infinies.",,"Temple de l'Eau - labyrinthe spiralé à moitié gelé et à moitié submergé dans la Cité d'En Bas. Situé sous l'embouchure de la Torna, il aspirerait une partie de l'eau du fleuve pour l'envoyer vers la Sous-Mer. Un temple similaire existerait au début du fleuve, loin à l'intérieur des terres, près des bords des Désolations infinies."
423,STR,City,8,"Palais inférieur - terme désignant les parties du District du Palais situées dans la Cité d'En Bas. La plupart ont été civilisées au cours des dernières décennies, mais l'expansion a ralenti depuis la disparition d'Urth.",,"Palais inférieur - terme désignant les parties du District du Palais situées dans la Cité d'En Bas. La plupart ont été civilisées au cours des dernières décennies, mais l'expansion a ralenti depuis la disparition d'Urth."
424,INT,Esoterics,14,"Trifler - rare classe d'aberration présente sur toute la Côte. Ils sont connus pour diriger divers cultes dans la Sous-Mer, souvent en faisant commerce d'informations. Dotés d'un puissant pouvoir psionique, ils sont très dangereux. Un Trifler nommé Horseman dirige une grande guilde à Middle Edge, l'une des rares à agir publiquement.",,"Trifler - rare classe d'aberration présente sur toute la Côte. Ils sont connus pour diriger divers cultes dans la Sous-Mer, souvent en faisant commerce d'informations. Dotés d'un puissant pouvoir psionique, ils sont très dangereux. Un Trifler nommé Horseman dirige une grande guilde à Middle Edge, l'une des rares à agir publiquement."
425,INT,"Esoterics, EM",8,Doom - antre d'une liche.,,Doom - antre d'une liche.
426,INT,Esoterics,9,"Antesépalian - terme du Vieux Diminor signifiant « avant la fermeture des portails ». Utilisé pour désigner ceux qui vécurent avant la fin de l'Ère des Portails, il y a exactement 2027 ans.",,"Antesépalian - terme du Vieux Diminor signifiant « avant la fermeture des portails ». Utilisé pour désigner ceux qui vécurent avant la fin de l'Ère des Portails, il y a exactement 2027 ans."
427,INT,Spells,13,"Doigt de mort - sort de nécromancie de 7e niveau. Il submerge une cible d'énergies négatives. Il fait immédiatement vaciller, dépérir, puis se changer en abomination morte-vivante n'importe quel homme ordinaire.",,"Doigt de mort - sort de nécromancie de 7e niveau. Il submerge une cible d'énergies négatives. Il fait immédiatement vaciller, dépérir, puis se changer en abomination morte-vivante n'importe quel homme ordinaire."
428,DEX,Geography,10,"Cree-Iv - cité de l'est des Reeds. L'un des rares endroits épargnés par les dernières phases de la Guerre de la Côte, et donc un bastion du Libre-Marchisme précoce. Aujourd'hui, c'est la quatrième plus grande Cité libre.",,"Cree-Iv - cité de l'est des Reeds. L'un des rares endroits épargnés par les dernières phases de la Guerre de la Côte, et donc un bastion du Libre-Marchisme précoce. Aujourd'hui, c'est la quatrième plus grande Cité libre."
429,INT,Esoterics,8,"Dracoliche - dragon qui accomplit l'acte d'atteindre la lichdom. On les connaît comme les créatures les plus terrifiantes de la Côte, pour au moins deux raisons. Aucune n'est publiquement connue comme vivante aujourd'hui.",,"Dracoliche - dragon qui accomplit l'acte d'atteindre la lichdom. On les connaît comme les créatures les plus terrifiantes de la Côte, pour au moins deux raisons. Aucune n'est publiquement connue comme vivante aujourd'hui."
430,WIS,History,12,"Société de reproduction magocrate - organisation centrée sur les guenaudes dans le Vieux Diminor, vouée à créer des booms démographiques artificiels parmi les arcanistes. Bien qu'efficace, elle provoqua de nombreuses insurrections féministes pendant leur règne.",,"Société de reproduction magocrate - organisation centrée sur les guenaudes dans le Vieux Diminor, vouée à créer des booms démographiques artificiels parmi les arcanistes. Bien qu'efficace, elle provoqua de nombreuses insurrections féministes pendant leur règne."
431,INT,City,11,"Thomas Darrow - oncle de Nicholas Darrow. Disparu il y a quinze ans, et son affaire fit l'objet de nombreuses spéculations.",,"Thomas Darrow - oncle de Nicholas Darrow. Disparu il y a quinze ans, et son affaire fit l'objet de nombreuses spéculations."
432,INT,Esoterics,17,"Esoteric Ebb - le drainage de la magie hors du Royaume de Jor. Théorisé par les arcanistes vers la fin de la Guerre de la Côte, lorsque leur magie commença à faiblir de plus en plus.",,"Esoteric Ebb - le drainage de la magie hors du Royaume de Jor. Théorisé par les arcanistes vers la fin de la Guerre de la Côte, lorsque leur magie commença à faiblir de plus en plus."
433,INT,History,10,"La Fermeture - terme pour la Fermeture des Portails, l'événement qui mit fin à l'Ère des Portails. Survenue il y a exactement 2027 ans.",,"La Fermeture - terme pour la Fermeture des Portails, l'événement qui mit fin à l'Ère des Portails. Survenue il y a exactement 2027 ans."
434,WIS,Geography,14,Trois Ailes - nom des tribus d'hommes-oiseaux qui régnaient loin à l'intérieur des terres en Divinii Torum. Elles s'unifièrent il y a 57 ans et créèrent une souveraineté fondée sur des idées azgaliennes. Elles furent soumises par la Horde dorée il y a 32 ans.,,Trois Ailes - nom des tribus d'hommes-oiseaux qui régnaient loin à l'intérieur des terres en Divinii Torum. Elles s'unifièrent il y a 57 ans et créèrent une souveraineté fondée sur des idées azgaliennes. Elles furent soumises par la Horde dorée il y a 32 ans.
435,INT,Geography,10,"Savalni - troisième plus grande cité libre des Reeds. Connue pour ses racines divines, son expertise navale et ses vignobles. L'une des rares cités à avoir conservé une base religieuse pendant l'Ère arcanique.",,"Savalni - troisième plus grande cité libre des Reeds. Connue pour ses racines divines, son expertise navale et ses vignobles. L'une des rares cités à avoir conservé une base religieuse pendant l'Ère arcanique."
436,INT,Esoterics,15,Wielokrwisty - ça n'est dans aucun livre d'histoire.,,Wielokrwisty - ça n'est dans aucun livre d'histoire.
437,CHA,Geography,11,"Montagne Sainte - nom court de l'unique montagne infinie dressée le long de la côte en Divinii Torum. Une de ces merveilles naturelles du monde, ou peu importe.",,"Montagne Sainte - nom court de l'unique montagne infinie dressée le long de la côte en Divinii Torum. Une de ces merveilles naturelles du monde, ou peu importe."
438,DEX,Politics,12,"Conchie - argot pour objecteur de conscience. Pendant la Guerre de la Côte, ils avaient toute une troupe pénale appelée le Corps Conchie, pleine de gens Charmés pour accomplir des services de guerre. Tu imagines ? Perdre ta liberté comme ça ? Horrible !",,"Conchie - argot pour objecteur de conscience. Pendant la Guerre de la Côte, ils avaient toute une troupe pénale appelée le Corps Conchie, pleine de gens Charmés pour accomplir des services de guerre. Tu imagines ? Perdre ta liberté comme ça ? Horrible !"
439,INT,Esoterics,14,"Couatls - célestes semblables à des serpents ailés. Messagers et serviteurs d'une divinité et/ou titan antesépalian, parfois appelé le Serpent-Monde. Ils sont connus pour agir contre les fiélons à travers les bandes.",,"Couatls - célestes semblables à des serpents ailés. Messagers et serviteurs d'une divinité et/ou titan antesépalian, parfois appelé le Serpent-Monde. Ils sont connus pour agir contre les fiélons à travers les bandes."
440,INT,Esoterics,12,Licorne - céleste équin portant une corne magique sur le front. Elles fréquentent divers lieux boisés et sont souvent prises pour des fées.,,Licorne - céleste équin portant une corne magique sur le front. Elles fréquentent divers lieux boisés et sont souvent prises pour des fées.
441,INT,Esoterics,14,"Empyréens - titans divins, connus comme les enfants des dieux. Certains survivent encore aujourd'hui, souvent dans des états dégradés.",,"Empyréens - titans divins, connus comme les enfants des dieux. Certains survivent encore aujourd'hui, souvent dans des états dégradés."
442,INT,Esoterics,13,"Chérubin - créatures célestes chaotiques, souvent prises pour des aberrations à cause de leurs manifestations physiques erratiques. Dans le lointain passé, elles patrouillaient les pics et vallées du Vieux Diminor, détruisant impitoyablement les êtres maléfiques qu'elles rencontraient.",,"Chérubin - créatures célestes chaotiques, souvent prises pour des aberrations à cause de leurs manifestations physiques erratiques. Dans le lointain passé, elles patrouillaient les pics et vallées du Vieux Diminor, détruisant impitoyablement les êtres maléfiques qu'elles rencontraient."
443,DEX,"City, Esoterics",7,"Messager - le pire boulot de clerc qui soit. Sérieusement. Tu restes assis dans un bureau toute la journée, à dépenser tous tes emplacements de sort en messages envoyés à travers la Côte comme si tu étais une sorte de machine. Et la paie est NULLE !",,"Messager - le pire boulot de clerc qui soit. Sérieusement. Tu restes assis dans un bureau toute la journée, à dépenser tous tes emplacements de sort en messages envoyés à travers la Côte comme si tu étais une sorte de machine. Et la paie est NULLE !"
444,STR,Language,10,"Le frapper avec un marteau d'adamantine - expression signifiant plus ou moins « faire quelque chose d'inutile ». Comme l'adamantine est si légère, toute arme contondante forgée avec rebondit littéralement sur sa cible.",,"Le frapper avec un marteau d'adamantine - expression signifiant plus ou moins « faire quelque chose d'inutile ». Comme l'adamantine est si légère, toute arme contondante forgée avec rebondit littéralement sur sa cible."
445,WIS,Politics,9,Front azgalien - branche des azgalistes qui pousse les aspects les plus extrêmes de l'idéologie.,,Front azgalien - branche des azgalistes qui pousse les aspects les plus extrêmes de l'idéologie.
446,WIS,Esoterics,8,"Pilier de Jor - relique ésotérique laissée après la fin de l'Ère des Portails. Il y a huit de ces piliers autour de la Côte, ou quatre si tu crois aux théories d'une Côte circulaire qui se replie sur elle-même, et ils sont indestructibles. Bien qu'ils contiennent un certain pouvoir ésotérique, personne n'a jamais réussi à s'en servir.",,"Pilier de Jor - relique ésotérique laissée après la fin de l'Ère des Portails. Il y a huit de ces piliers autour de la Côte, ou quatre si tu crois aux théories d'une Côte circulaire qui se replie sur elle-même, et ils sont indestructibles. Bien qu'ils contiennent un certain pouvoir ésotérique, personne n'a jamais réussi à s'en servir."
447,WIS,History,13,"Bataille de Thazen - bataille qui décida de la fin de la Guerre de la Côte, le 14 Chronus 481 EA. Ce fut le jour où les arcanistes tombèrent, tombèrent vraiment, et ils ne se sont pas relevés depuis.",,"Bataille de Thazen - bataille qui décida de la fin de la Guerre de la Côte, le 14 Chronus 481 EA. Ce fut le jour où les arcanistes tombèrent, tombèrent vraiment, et ils ne se sont pas relevés depuis."
448,INT,Religion,14,Toromororolocoporoso - dieu fongique maléfique des profondeurs. Grand guerrier et conquérant qui ravage la Sous-Côte.,,Toromororolocoporoso - dieu fongique maléfique des profondeurs. Grand guerrier et conquérant qui ravage la Sous-Côte.
449,CHA,Literature,9,"Deux Couronnes - vieille pièce au sujet d'un royaume dirigé par un groupe de conseillers idiots. Elle a aussi popularisé l'expression « deux couronnes ». Donner à quelqu'un tes « deux couronnes », c'est lui offrir un conseil non sollicité.",,"Deux Couronnes - vieille pièce au sujet d'un royaume dirigé par un groupe de conseillers idiots. Elle a aussi popularisé l'expression « deux couronnes ». Donner à quelqu'un tes « deux couronnes », c'est lui offrir un conseil non sollicité."
450,WIS,Esoterics,13,"Varjomieli - Esprit des Ombres. Type de lichdom créée par stase primordiale, généralement par de puissants druides ou magiciens elfes. Contrairement aux liches ordinaires, ils inspirent moins de terreur et possèdent moins de pouvoir, à cause de leur équilibre avec le monde naturel. Autrement dit, ils ne consomment pas d'âmes pour continuer à vivre, ils restent simplement permanents.",,"Varjomieli - Esprit des Ombres. Type de lichdom créée par stase primordiale, généralement par de puissants druides ou magiciens elfes. Contrairement aux liches ordinaires, ils inspirent moins de terreur et possèdent moins de pouvoir, à cause de leur équilibre avec le monde naturel. Autrement dit, ils ne consomment pas d'âmes pour continuer à vivre, ils restent simplement permanents."
451,WIS,"Esoterics, History",15,Grande Scission - groupe de magiciens primordiaux du Vieux Diminor qui abandonnèrent leur ancien titre de Cercle de la Terre. Cette trahison reste une plaie ouverte pour bien des druides.,,Grande Scission - groupe de magiciens primordiaux du Vieux Diminor qui abandonnèrent leur ancien titre de Cercle de la Terre. Cette trahison reste une plaie ouverte pour bien des druides.
452,INT,"Politics, Geography",11,"Thazen libre - terme pour la Thazen reconstruite, libérée après la guerre et menée par les Libre-Marcheurs, sans doute la plus grande Cité libre des Reeds.",,"Thazen libre - terme pour la Thazen reconstruite, libérée après la guerre et menée par les Libre-Marcheurs, sans doute la plus grande Cité libre des Reeds."
453,WIS,Religion,15,Gia la Fortuite - ancienne divinité encore vénérée dans certaines parties des Reeds. C'était une déesse de la chance et de la richesse.,,Gia la Fortuite - ancienne divinité encore vénérée dans certaines parties des Reeds. C'était une déesse de la chance et de la richesse.
454,INT,Spells,8,"Détection de la magie - sort classique de divination de niveau 1. Il permet au lanceur de voir clairement les effets magiques, enchantements, illusions et autres choses ésotériques dans un certain rayon. Tu n'y as pas accès actuellement. Mais Détection des secrets devrait faire un bon substitut.",,"Détection de la magie - sort classique de divination de niveau 1. Il permet au lanceur de voir clairement les effets magiques, enchantements, illusions et autres choses ésotériques dans un certain rayon. Tu n'y as pas accès actuellement. Mais Détection des secrets devrait faire un bon substitut."
